Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Daniel Muñoz,co COL,MF,Crystal Palace,29,1996,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.15,0.11,0.26,0.15,0.26,778ef829,26.7,4,26,12,46.2,0.9737827715355806,0.45,0.15,0.33,0,0,778ef829,26.7,,,,,,,,,,,,,,,3,,,,,,778ef829,26.7,,,,,,,,,,,,,,,,,,,,,778ef829,26.7,,48,,,,,,,,,,,24,,,,778ef829,Daniel Muñoz__Crystal Palace,0.149812734082397,0.11235955056179775,1.797752808988764,0.898876404494382,2.696629213483146,MF,
Murillo,br BRA,DF,Nottingham,23,2002,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1704b0b8,23.7,1,11,4,36.4,0.4641350210970464,0.17,0.09,0.25,0,0,1704b0b8,23.7,,,,,,,,,,,,,,,0,,,,,,1704b0b8,23.7,,,,,,,,,,,,,,,,,,,,,1704b0b8,23.7,,23,,,,,,,,,,,29,,,,1704b0b8,Murillo__Nottingham,0.04219409282700422,0.0,0.9704641350210971,1.2236286919831223,2.1940928270042193,DF,
Jacob Murphy,eng ENG,FWMF,Newcastle,30,1995,33,19,1617,18.0,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,de112b84,18.0,3,42,13,31.0,2.3333333333333335,0.72,0.07,0.23,0,0,de112b84,18.0,,,,,,,,,,,,,,,2,,,,,,de112b84,18.0,,,,,,,,,,,,,,,,,,,,,de112b84,18.0,,12,,,,,,,,,,,6,,,,de112b84,Jacob Murphy__Newcastle,0.16666666666666666,0.1111111111111111,0.6666666666666666,0.3333333333333333,1.0,FW,MF
Vitaliy Mykolenko,ua UKR,DF,Everton,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,30d4a2e5,32.9,0,9,2,22.2,0.27355623100303955,0.06,0.0,0.0,0,0,30d4a2e5,32.9,,,,,,,,,,,,,,,1,,,,,,30d4a2e5,32.9,,,,,,,,,,,,,,,,,,,,,30d4a2e5,32.9,,25,,,,,,,,,,,27,,,,30d4a2e5,Vitaliy Mykolenko__Everton,0.0,0.030395136778115502,0.7598784194528876,0.8206686930091186,1.580547112462006,DF,
David Møller Wolfe,no NOR,MFDF,Wolves,23,2002,22,11,1049,11.7,0,2,2,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,9affc5f2,11.7,0,3,0,0.0,0.25641025641025644,0.0,0.0,0.0,0,0,9affc5f2,11.7,,,,,,,,,,,,,,,2,,,,,,9affc5f2,11.7,,,,,,,,,,,,,,,,,,,,,9affc5f2,11.7,,5,,,,,,,,,,,7,,,,9affc5f2,David Møller Wolfe__Wolves,0.0,0.17094017094017094,0.4273504273504274,0.5982905982905983,1.0256410256410258,MF,DF
Iliman Ndiaye,sn SEN,MF,Everton,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.19,0.1,0.29,0.13,0.23,5ed97752,30.9,6,43,22,51.2,1.3915857605177995,0.71,0.14,0.27,2,2,5ed97752,30.9,,,,,,,,,,,,,,,3,,,,,,5ed97752,30.9,,,,,,,,,,,,,,,,,,,,,5ed97752,30.9,,40,,,,,,,,,,,17,,,,5ed97752,Iliman Ndiaye__Everton,0.1941747572815534,0.0970873786407767,1.2944983818770228,0.5501618122977346,1.8446601941747574,MF,
Dan Ndoye,ch SUI,MF,Nottingham,24,2000,24,14,1173,13.0,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,8e697a8f,13.0,1,15,4,26.7,1.1538461538461537,0.31,0.07,0.25,0,0,8e697a8f,13.0,,,,,,,,,,,,,,,1,,,,,,8e697a8f,13.0,,,,,,,,,,,,,,,,,,,,,8e697a8f,13.0,,11,,,,,,,,,,,10,,,,8e697a8f,Dan Ndoye__Nottingham,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.7692307692307693,1.6153846153846154,MF,
Pedro Neto,pt POR,MFFW,Chelsea,25,2000,34,30,2631,29.2,5,6,11,5,0,0,4,1,0.17,0.21,0.38,0.17,0.38,7ba2eaa9,29.2,5,46,13,28.3,1.5753424657534247,0.44,0.11,0.38,0,0,7ba2eaa9,29.2,,,,,,,,,,,,,,,6,,,,,,7ba2eaa9,29.2,,,,,,,,,,,,,,,,,,,,,7ba2eaa9,29.2,,11,,,,,,,,,,,6,,,,7ba2eaa9,Pedro Neto__Chelsea,0.17123287671232876,0.20547945205479454,0.3767123287671233,0.20547945205479454,0.5821917808219178,MF,FW
Lukas Nmecha,de GER,FW,Leeds United,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.08,0.58,0.33,0.42,0cc5f4a5,12.0,6,30,16,53.3,2.5,1.33,0.2,0.38,2,3,0cc5f4a5,12.0,,,,,,,,,,,,,,,1,,,,,,0cc5f4a5,12.0,,,,,,,,,,,,,,,,,,,,,0cc5f4a5,12.0,,7,,,,,,,,,,,3,,,,0cc5f4a5,Lukas Nmecha__Leeds United,0.5,0.08333333333333333,0.5833333333333334,0.25,0.8333333333333334,FW,
Matheus Nunes,pt POR,DF,Manchester City,26,1998,34,32,2862,31.8,1,5,6,1,0,0,5,0,0.03,0.16,0.19,0.03,0.19,e6af02e0,31.8,1,7,2,28.6,0.22012578616352202,0.06,0.14,0.5,0,0,e6af02e0,31.8,,,,,,,,,,,,,,,5,,,,,,e6af02e0,31.8,,,,,,,,,,,,,,,,,,,,,e6af02e0,31.8,,41,,,,,,,,,,,29,,,,e6af02e0,Matheus Nunes__Manchester City,0.031446540880503145,0.15723270440251572,1.2893081761006289,0.9119496855345912,2.20125786163522,DF,
Jake O'Brien,ie IRL,DF,Everton,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,25f2ef01,34.7,1,13,6,46.2,0.37463976945244953,0.17,0.08,0.17,0,0,25f2ef01,34.7,,,,,,,,,,,,,,,1,,,,,,25f2ef01,34.7,,,,,,,,,,,,,,,,,,,,,25f2ef01,34.7,,32,,,,,,,,,,,13,,,,25f2ef01,Jake O'Brien__Everton,0.02881844380403458,0.02881844380403458,0.9221902017291066,0.37463976945244953,1.296829971181556,DF,
Nico O'Reilly,eng ENG,DFMF,Manchester City,20,2005,34,29,2646,29.4,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,91ca4a16,29.4,5,41,15,36.6,1.3945578231292517,0.51,0.12,0.33,0,0,91ca4a16,29.4,,,,,,,,,,,,,,,3,,,,,,91ca4a16,29.4,,,,,,,,,,,,,,,,,,,,,91ca4a16,29.4,,36,,,,,,,,,,,20,,,,91ca4a16,Nico O'Reilly__Manchester City,0.17006802721088435,0.10204081632653061,1.2244897959183674,0.6802721088435374,1.9047619047619049,DF,MF
Wilson Odobert,fr FRA,MFFW,Tottenham,20,2004,24,10,985,10.9,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,35516eac,10.9,0,21,8,38.1,1.926605504587156,0.73,0.0,0.0,0,0,35516eac,10.9,,,,,,,,,,,,,,,2,,,,,,35516eac,10.9,,,,,,,,,,,,,,,,,,,,,35516eac,10.9,,8,,,,,,,,,,,0,,,,35516eac,Wilson Odobert__Tottenham,0.0,0.18348623853211007,0.7339449541284403,0.0,0.7339449541284403,MF,FW
Noah Okafor,ch SUI,FWMF,Leeds United,25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52,ca607d59,17.3,8,35,15,42.9,2.0231213872832368,0.86,0.23,0.53,0,0,ca607d59,17.3,,,,,,,,,,,,,,,1,,,,,,ca607d59,17.3,,,,,,,,,,,,,,,,,,,,,ca607d59,17.3,,15,,,,,,,,,,,12,,,,ca607d59,Noah Okafor__Leeds United,0.4624277456647399,0.057803468208092484,0.8670520231213873,0.6936416184971098,1.560693641618497,FW,MF
Amadou Onana,be BEL,MF,Aston Villa,23,2001,25,21,1758,19.5,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,828657ff,19.5,2,19,7,36.8,0.9743589743589743,0.36,0.11,0.29,0,0,828657ff,19.5,,,,,,,,,,,,,,,0,,,,,,828657ff,19.5,,,,,,,,,,,,,,,,,,,,,828657ff,19.5,,30,,,,,,,,,,,19,,,,828657ff,Amadou Onana__Aston Villa,0.10256410256410256,0.0,1.5384615384615385,0.9743589743589743,2.5128205128205128,MF,
William Osula,dk DEN,FW,Newcastle,21,2003,24,8,819,9.1,7,0,7,7,0,0,0,0,0.77,0.0,0.77,0.77,0.77,7b355808,9.1,7,23,12,52.2,2.5274725274725274,1.32,0.3,0.58,0,0,7b355808,9.1,,,,,,,,,,,,,,,0,,,,,,7b355808,9.1,,,,,,,,,,,,,,,,,,,,,7b355808,9.1,,5,,,,,,,,,,,1,,,,7b355808,William Osula__Newcastle,0.7692307692307693,0.0,0.5494505494505495,0.10989010989010989,0.6593406593406593,FW,
Dango Ouattara,bf BFA,MF,Brentford,23,2002,32,25,2276,25.3,7,3,10,7,0,0,5,0,0.28,0.12,0.4,0.28,0.4,2f9e4435,25.3,7,56,20,35.7,2.2134387351778657,0.79,0.13,0.35,0,0,2f9e4435,25.3,,,,,,,,,,,,,,,3,,,,,,2f9e4435,25.3,,,,,,,,,,,,,,,,,,,,,2f9e4435,25.3,,14,,,,,,,,,,,24,,,,2f9e4435,Dango Ouattara__Brentford,0.2766798418972332,0.11857707509881422,0.5533596837944664,0.9486166007905138,1.5019762845849802,MF,
Pablo,br BRA,MFFW,West Ham,21,2004,14,10,823,9.1,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,866ba412,9.1,0,12,3,25.0,1.3186813186813187,0.33,0.0,0.0,0,0,866ba412,9.1,,,,,,,,,,,,,,,1,,,,,,866ba412,9.1,,,,,,,,,,,,,,,,,,,,,866ba412,9.1,,14,,,,,,,,,,,5,,,,866ba412,Pablo__West Ham,0.0,0.10989010989010989,1.5384615384615385,0.5494505494505495,2.087912087912088,MF,FW
João Palhinha,pt POR,MF,Tottenham,30,1995,33,23,2198,24.4,5,2,7,5,0,0,8,0,0.2,0.08,0.29,0.2,0.29,a78ff07f,24.4,5,33,9,27.3,1.3524590163934427,0.37,0.15,0.56,0,0,a78ff07f,24.4,,,,,,,,,,,,,,,2,,,,,,a78ff07f,24.4,,,,,,,,,,,,,,,,,,,,,a78ff07f,24.4,,61,,,,,,,,,,,28,,,,a78ff07f,João Palhinha__Tottenham,0.20491803278688525,0.0819672131147541,2.5,1.1475409836065575,3.6475409836065578,MF,
Cole Palmer,eng ENG,MF,Chelsea,23,2002,26,24,1955,21.7,10,1,11,5,5,6,5,0,0.46,0.05,0.51,0.23,0.28,dc7f8a28,21.7,10,64,25,39.1,2.9493087557603688,1.15,0.16,0.4,5,6,dc7f8a28,21.7,,,,,,,,,,,,,,,1,,,,,,dc7f8a28,21.7,,,,,,,,,,,,,,,,,,,,,dc7f8a28,21.7,,12,,,,,,,,,,,13,,,,dc7f8a28,Cole Palmer__Chelsea,0.4608294930875576,0.04608294930875576,0.5529953917050692,0.599078341013825,1.1520737327188941,MF,
Lucas Paquetá,br BRA,MFFW,West Ham,27,1997,18,18,1511,16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.3,0.12,0.18,9b6f7fd5,16.8,4,23,11,47.8,1.369047619047619,0.66,0.17,0.36,2,2,9b6f7fd5,16.8,,,,,,,,,,,,,,,1,,,,,,9b6f7fd5,16.8,,,,,,,,,,,,,,,,,,,,,9b6f7fd5,16.8,,22,,,,,,,,,,,7,,,,9b6f7fd5,Lucas Paquetá__West Ham,0.23809523809523808,0.05952380952380952,1.3095238095238095,0.41666666666666663,1.726190476190476,MF,FW
Yéremy Pino,es ESP,MFFW,Crystal Palace,22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,540ec57b,23.1,2,45,11,24.4,1.948051948051948,0.48,0.04,0.18,0,0,540ec57b,23.1,,,,,,,,,,,,,,,2,,,,,,540ec57b,23.1,,,,,,,,,,,,,,,,,,,,,540ec57b,23.1,,20,,,,,,,,,,,8,,,,540ec57b,Yéremy Pino__Crystal Palace,0.08658008658008658,0.08658008658008658,0.8658008658008658,0.3463203463203463,1.2121212121212122,MF,FW
Pedro Porro,es ESP,DF,Tottenham,25,1999,34,32,2796,31.1,1,2,3,1,0,0,10,0,0.03,0.06,0.1,0.03,0.1,27d0a506,31.1,1,32,8,25.0,1.0289389067524115,0.26,0.03,0.13,0,0,27d0a506,31.1,,,,,,,,,,,,,,,2,,,,,,27d0a506,31.1,,,,,,,,,,,,,,,,,,,,,27d0a506,31.1,,50,,,,,,,,,,,31,,,,27d0a506,Pedro Porro__Tottenham,0.03215434083601286,0.06430868167202572,1.607717041800643,0.9967845659163986,2.6045016077170415,DF,
Freddie Potts,eng ENG,MF,West Ham,21,2003,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,86bf27f0,13.0,0,3,1,33.3,0.23076923076923078,0.08,0.0,0.0,0,0,86bf27f0,13.0,,,,,,,,,,,,,,,1,,,,,,86bf27f0,13.0,,,,,,,,,,,,,,,,,,,,,86bf27f0,13.0,,18,,,,,,,,,,,16,,,,86bf27f0,Freddie Potts__West Ham,0.0,0.07692307692307693,1.3846153846153846,1.2307692307692308,2.6153846153846154,MF,
Jacob Ramsey,eng ENG,MF,Newcastle,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.12,0.19,0.31,0.12,0.31,1544f145,16.1,2,16,4,25.0,0.9937888198757763,0.25,0.13,0.5,0,0,1544f145,16.1,,,,,,,,,,,,,,,3,,,,,,1544f145,16.1,,,,,,,,,,,,,,,,,,,,,1544f145,16.1,,21,,,,,,,,,,,9,,,,1544f145,Jacob Ramsey__Newcastle,0.12422360248447203,0.18633540372670807,1.3043478260869563,0.5590062111801242,1.8633540372670805,MF,
Rayan,br BRA,MF,Bournemouth,18,2006,15,13,1111,12.3,5,2,7,5,0,0,1,0,0.41,0.16,0.57,0.41,0.57,288647fc,12.3,5,28,8,28.6,2.2764227642276422,0.65,0.18,0.63,0,0,288647fc,12.3,,,,,,,,,,,,,,,2,,,,,,288647fc,12.3,,,,,,,,,,,,,,,,,,,,,288647fc,12.3,,6,,,,,,,,,,,8,,,,288647fc,Rayan__Bournemouth,0.4065040650406504,0.16260162601626016,0.4878048780487805,0.6504065040650406,1.1382113821138211,MF,
Tijjani Reijnders,nl NED,MF,Manchester City,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.28,0.11,0.39,0.28,0.39,afb61630,18.1,5,49,16,32.7,2.707182320441989,0.88,0.1,0.31,0,0,afb61630,18.1,,,,,,,,,,,,,,,2,,,,,,afb61630,18.1,,,,,,,,,,,,,,,,,,,,,afb61630,18.1,,4,,,,,,,,,,,11,,,,afb61630,Tijjani Reijnders__Manchester City,0.2762430939226519,0.11049723756906077,0.22099447513812154,0.6077348066298343,0.8287292817679557,MF,
Declan Rice,eng ENG,MF,Arsenal,26,1999,36,35,3094,34.4,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26,1c7012b8,34.4,4,40,13,32.5,1.1627906976744187,0.38,0.1,0.31,0,0,1c7012b8,34.4,,,,,,,,,,,,,,,5,,,,,,1c7012b8,34.4,,,,,,,,,,,,,,,,,,,,,1c7012b8,34.4,,33,,,,,,,,,,,33,,,,1c7012b8,Declan Rice__Arsenal,0.11627906976744186,0.14534883720930233,0.9593023255813954,0.9593023255813954,1.9186046511627908,MF,
Chris Richards,us USA,DF,Crystal Palace,25,2000,33,31,2827,31.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,0a3d6d2b,31.4,1,15,2,13.3,0.47770700636942676,0.06,0.07,0.5,0,0,0a3d6d2b,31.4,,,,,,,,,,,,,,,0,,,,,,0a3d6d2b,31.4,,,,,,,,,,,,,,,,,,,,,0a3d6d2b,31.4,,35,,,,,,,,,,,43,,,,0a3d6d2b,Chris Richards__Crystal Palace,0.03184713375796178,0.0,1.1146496815286624,1.3694267515923568,2.484076433121019,DF,
Richarlison,br BRA,FWMF,Tottenham,28,1997,32,20,1964,21.8,11,4,15,11,0,0,5,0,0.5,0.18,0.69,0.5,0.69,fa031b34,21.8,11,61,26,42.6,2.7981651376146788,1.19,0.18,0.42,0,0,fa031b34,21.8,,,,,,,,,,,,,,,4,,,,,,fa031b34,21.8,,,,,,,,,,,,,,,,,,,,,fa031b34,21.8,,16,,,,,,,,,,,7,,,,fa031b34,Richarlison__Tottenham,0.5045871559633027,0.18348623853211007,0.7339449541284403,0.3211009174311926,1.055045871559633,FW,MF
Chris Rigg,eng ENG,MF,Sunderland,18,2007,18,11,761,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,35741fe2,8.5,1,12,3,25.0,1.411764705882353,0.35,0.08,0.33,0,0,35741fe2,8.5,,,,,,,,,,,,,,,1,,,,,,35741fe2,8.5,,,,,,,,,,,,,,,,,,,,,35741fe2,8.5,,8,,,,,,,,,,,4,,,,35741fe2,Chris Rigg__Sunderland,0.11764705882352941,0.11764705882352941,0.9411764705882353,0.47058823529411764,1.411764705882353,MF,
Andy Robertson,sct SCO,DF,Liverpool,31,1994,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,2e4f5f03,13.1,1,10,3,30.0,0.7633587786259542,0.23,0.1,0.33,0,0,2e4f5f03,13.1,,,,,,,,,,,,,,,0,,,,,,2e4f5f03,13.1,,,,,,,,,,,,,,,,,,,,,2e4f5f03,13.1,,10,,,,,,,,,,,7,,,,2e4f5f03,Andy Robertson__Liverpool,0.07633587786259542,0.0,0.7633587786259542,0.5343511450381679,1.297709923664122,DF,
Antonee Robinson,us USA,DFMF,Fulham,27,1997,22,17,1492,16.6,1,0,1,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0,289601e6,16.6,1,6,1,16.7,0.36144578313253006,0.06,0.17,1.0,1,1,289601e6,16.6,,,,,,,,,,,,,,,0,,,,,,289601e6,16.6,,,,,,,,,,,,,,,,,,,,,289601e6,16.6,,31,,,,,,,,,,,28,,,,289601e6,Antonee Robinson__Fulham,0.06024096385542168,0.0,1.8674698795180722,1.686746987951807,3.5542168674698793,DF,MF
Joe Rodon,wls WAL,DF,Leeds United,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,8d62d31a,32.8,2,18,7,38.9,0.5487804878048781,0.21,0.11,0.29,0,0,8d62d31a,32.8,,,,,,,,,,,,,,,0,,,,,,8d62d31a,32.8,,,,,,,,,,,,,,,,,,,,,8d62d31a,32.8,,19,,,,,,,,,,,30,,,,8d62d31a,Joe Rodon__Leeds United,0.06097560975609757,0.0,0.5792682926829269,0.9146341463414634,1.4939024390243905,DF,
Rodri,es ESP,MF,Manchester City,29,1996,21,17,1511,16.8,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,6434f10d,16.8,1,16,3,18.8,0.9523809523809523,0.18,0.06,0.33,0,0,6434f10d,16.8,,,,,,,,,,,,,,,0,,,,,,6434f10d,16.8,,,,,,,,,,,,,,,,,,,,,6434f10d,16.8,,25,,,,,,,,,,,12,,,,6434f10d,Rodri__Manchester City,0.05952380952380952,0.0,1.4880952380952381,0.7142857142857143,2.202380952380952,MF,
Morgan Rogers,eng ENG,MF,Aston Villa,23,2002,37,37,3280,36.4,10,6,16,10,0,0,7,0,0.27,0.16,0.44,0.27,0.44,2e5915f1,36.4,10,84,32,38.1,2.307692307692308,0.88,0.12,0.31,0,0,2e5915f1,36.4,,,,,,,,,,,,,,,6,,,,,,2e5915f1,36.4,,,,,,,,,,,,,,,,,,,,,2e5915f1,36.4,,23,,,,,,,,,,,13,,,,2e5915f1,Morgan Rogers__Aston Villa,0.27472527472527475,0.16483516483516483,0.6318681318681318,0.35714285714285715,0.989010989010989,MF,
Merlin Röhl,de GER,MF,Everton,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1f2c7b55,7.6,1,11,1,9.1,1.4473684210526316,0.13,0.09,1.0,0,0,1f2c7b55,7.6,,,,,,,,,,,,,,,0,,,,,,1f2c7b55,7.6,,,,,,,,,,,,,,,,,,,,,1f2c7b55,7.6,,13,,,,,,,,,,,4,,,,1f2c7b55,Merlin Röhl__Everton,0.13157894736842105,0.0,1.7105263157894737,0.5263157894736842,2.236842105263158,MF,
Cristian Romero,ar ARG,DF,Tottenham,27,1998,23,22,1868,20.8,4,1,5,4,0,0,11,2,0.19,0.05,0.24,0.19,0.24,a3d94a58,20.8,4,17,6,35.3,0.8173076923076923,0.29,0.24,0.67,0,0,a3d94a58,20.8,,,,,,,,,,,,,,,1,,,,,,a3d94a58,20.8,,,,,,,,,,,,,,,,,,,,,a3d94a58,20.8,,30,,,,,,,,,,,31,,,,a3d94a58,Cristian Romero__Tottenham,0.1923076923076923,0.04807692307692307,1.4423076923076923,1.4903846153846154,2.9326923076923075,DF,
Georginio Rutter,fr FRA,MFFW,Brighton,23,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.15,0.15,0.3,0.15,0.3,c64c01fc,19.8,3,42,14,33.3,2.121212121212121,0.71,0.07,0.21,0,0,c64c01fc,19.8,,,,,,,,,,,,,,,3,,,,,,c64c01fc,19.8,,,,,,,,,,,,,,,,,,,,,c64c01fc,19.8,,19,,,,,,,,,,,11,,,,c64c01fc,Georginio Rutter__Brighton,0.15151515151515152,0.15151515151515152,0.9595959595959596,0.5555555555555556,1.5151515151515151,MF,FW
Noah Sadiki,cd COD,MF,Sunderland,20,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,645481cc,32.1,0,19,5,26.3,0.5919003115264797,0.16,0.0,0.0,0,0,645481cc,32.1,,,,,,,,,,,,,,,1,,,,,,645481cc,32.1,,,,,,,,,,,,,,,,,,,,,645481cc,32.1,,26,,,,,,,,,,,33,,,,645481cc,Noah Sadiki__Sunderland,0.0,0.03115264797507788,0.8099688473520249,1.02803738317757,1.838006230529595,MF,
Bukayo Saka,eng ENG,FWMF,Arsenal,23,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.28,0.2,0.49,0.24,0.45,bc7dc64d,24.7,7,71,27,38.0,2.8744939271255063,1.09,0.1,0.26,1,1,bc7dc64d,24.7,,,,,,,,,,,,,,,5,,,,,,bc7dc64d,24.7,,,,,,,,,,,,,,,,,,,,,bc7dc64d,24.7,,19,,,,,,,,,,,16,,,,bc7dc64d,Bukayo Saka__Arsenal,0.2834008097165992,0.20242914979757085,0.7692307692307693,0.6477732793522267,1.417004048582996,FW,MF
Mohamed Salah,eg EGY,MF,Liverpool,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,e342ad68,23.8,7,68,19,27.9,2.857142857142857,0.8,0.1,0.37,1,1,e342ad68,23.8,,,,,,,,,,,,,,,7,,,,,,e342ad68,23.8,,,,,,,,,,,,,,,,,,,,,e342ad68,23.8,,12,,,,,,,,,,,3,,,,e342ad68,Mohamed Salah__Liverpool,0.29411764705882354,0.29411764705882354,0.5042016806722689,0.12605042016806722,0.6302521008403361,MF,
William Saliba,fr FRA,DF,Arsenal,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,972aeb2a,29.0,1,5,1,20.0,0.1724137931034483,0.03,0.2,1.0,0,0,972aeb2a,29.0,,,,,,,,,,,,,,,0,,,,,,972aeb2a,29.0,,,,,,,,,,,,,,,,,,,,,972aeb2a,29.0,,23,,,,,,,,,,,15,,,,972aeb2a,William Saliba__Arsenal,0.034482758620689655,0.0,0.7931034482758621,0.5172413793103449,1.3103448275862069,DF,
Jadon Sancho,eng ENG,MF,Aston Villa,25,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,dbf053da,9.7,0,10,3,30.0,1.0309278350515465,0.31,0.0,0.0,0,0,dbf053da,9.7,,,,,,,,,,,,,,,2,,,,,,dbf053da,9.7,,,,,,,,,,,,,,,,,,,,,dbf053da,9.7,,2,,,,,,,,,,,2,,,,dbf053da,Jadon Sancho__Aston Villa,0.0,0.2061855670103093,0.2061855670103093,0.2061855670103093,0.4123711340206186,MF,
Ibrahim Sangaré,ci CIV,MF,Nottingham,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,bced0375,23.1,2,16,5,31.3,0.6926406926406926,0.22,0.13,0.4,0,0,bced0375,23.1,,,,,,,,,,,,,,,2,,,,,,bced0375,23.1,,,,,,,,,,,,,,,,,,,,,bced0375,23.1,,32,,,,,,,,,,,22,,,,bced0375,Ibrahim Sangaré__Nottingham,0.08658008658008658,0.08658008658008658,1.3852813852813852,0.9523809523809523,2.3376623376623376,MF,
Andrey Santos,br BRA,MF,Chelsea,21,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,dd745366,14.0,1,11,2,18.2,0.7857142857142857,0.14,0.09,0.5,0,0,dd745366,14.0,,,,,,,,,,,,,,,0,,,,,,dd745366,14.0,,,,,,,,,,,,,,,,,,,,,dd745366,14.0,,21,,,,,,,,,,,18,,,,dd745366,Andrey Santos__Chelsea,0.07142857142857142,0.0,1.5,1.2857142857142858,2.7857142857142856,MF,
Ismaila Sarr,sn SEN,MF,Crystal Palace,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,bfdb33aa,24.2,9,48,21,43.8,1.9834710743801653,0.87,0.19,0.43,3,3,bfdb33aa,24.2,,,,,,,,,,,,,,,1,,,,,,bfdb33aa,24.2,,,,,,,,,,,,,,,,,,,,,bfdb33aa,24.2,,9,,,,,,,,,,,7,,,,bfdb33aa,Ismaila Sarr__Crystal Palace,0.37190082644628103,0.04132231404958678,0.37190082644628103,0.2892561983471075,0.6611570247933884,MF,
