stint_id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos,cluster,pca_x,pca_y
Brennan Johnson__Tottenham,Brennan Johnson,wls WAL,MFFW,Tottenham,24,2001,16,6,610,6.8,2,0,2,2,0,0,2,0,0.3,0.0,0.3,0.3,0.3,0cd31129,6.8,2,6,2,33.3,0.8823529411764706,0.3,0.33,1.0,0,0,0cd31129,6.8,,,,,,,,,,,,,,,0,,,,,,0cd31129,6.8,,,,,,,,,,,,,,,,,,,,,0cd31129,6.8,,9,,,,,,,,,,,2,,,,0cd31129,0.2941176470588235,0.0,1.3235294117647058,0.2941176470588235,1.6176470588235294,MF,FW,3,2.2998593496848985,3.4245347303799814
Brennan Johnson__Crystal Palace,Brennan Johnson,wls WAL,MFFW,Crystal Palace,24,2001,18,13,1112,12.4,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0cd31129,12.4,0,17,3,17.6,1.3709677419354838,0.24,0.0,0.0,0,0,0cd31129,12.4,,,,,,,,,,,,,,,1,,,,,,0cd31129,12.4,,,,,,,,,,,,,,,,,,,,,0cd31129,12.4,,7,,,,,,,,,,,2,,,,0cd31129,0.0,0.0806451612903225,0.564516129032258,0.1612903225806451,0.7258064516129032,MF,FW,1,0.048971072090700715,-2.6857835771783445
Curtis Jones__Liverpool,Curtis Jones,eng ENG,MFDF,Liverpool,24,2001,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,4fb9c88f,21.5,1,22,7,31.8,1.0232558139534884,0.33,0.05,0.14,0,0,4fb9c88f,21.5,,,,,,,,,,,,,,,2,,,,,,4fb9c88f,21.5,,,,,,,,,,,,,,,,,,,,,4fb9c88f,21.5,,23,,,,,,,,,,,18,,,,4fb9c88f,0.0465116279069767,0.0930232558139534,1.069767441860465,0.8372093023255814,1.9069767441860463,MF,DF,0,-0.7815553799695362,-0.4093547216213899
Eli Junior Kroupi__Bournemouth,Eli Junior Kroupi,fr FRA,MFFW,Bournemouth,19,2006,33,21,1672,18.6,13,0,13,11,2,2,5,0,0.7,0.0,0.7,0.59,0.59,b2fe86e5,18.6,13,52,22,42.3,2.7956989247311825,1.18,0.25,0.59,2,2,b2fe86e5,18.6,,,,,,,,,,,,,,,0,,,,,,b2fe86e5,18.6,,,,,,,,,,,,,,,,,,,,,b2fe86e5,18.6,,6,,,,,,,,,,,9,,,,b2fe86e5,0.6989247311827956,0.0,0.3225806451612903,0.4838709677419354,0.8064516129032258,MF,FW,2,4.568743104359425,1.4101095450589256
James Justin__Leeds United,James Justin,eng ENG,DFMF,Leeds United,27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,fb614c44,21.1,2,24,6,25.0,1.1374407582938388,0.28,0.08,0.33,0,0,fb614c44,21.1,,,,,,,,,,,,,,,1,,,,,,fb614c44,21.1,,,,,,,,,,,,,,,,,,,,,fb614c44,21.1,,38,,,,,,,,,,,26,,,,fb614c44,0.0947867298578199,0.0473933649289099,1.800947867298578,1.2322274881516586,3.0331753554502368,DF,MF,3,-1.808572444422574,1.4673598563630694
Ferdi Kadioglu__Brighton,Ferdi Kadioglu,tr TUR,DFMF,Brighton,25,1999,37,34,3133,34.8,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,66c52a77,34.8,1,28,13,46.4,0.8045977011494253,0.37,0.04,0.08,0,0,66c52a77,34.8,,,,,,,,,,,,,,,0,,,,,,66c52a77,34.8,,,,,,,,,,,,,,,,,,,,,66c52a77,34.8,,39,,,,,,,,,,,25,,,,66c52a77,0.028735632183908,0.0,1.120689655172414,0.7183908045977012,1.8390804597701151,DF,MF,0,-0.756591344589971,-0.20642442976390016
Daichi Kamada__Crystal Palace,Daichi Kamada,jp JPN,MF,Crystal Palace,28,1996,28,22,1902,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,15b287da,21.1,0,19,4,21.1,0.9004739336492891,0.19,0.0,0.0,0,0,15b287da,21.1,,,,,,,,,,,,,,,0,,,,,,15b287da,21.1,,,,,,,,,,,,,,,,,,,,,15b287da,21.1,,35,,,,,,,,,,,14,,,,15b287da,0.0,0.0,1.658767772511848,0.6635071090047393,2.3222748815165875,MF,,0,-2.099171359681563,-0.5903440740932657
Boubacar Kamara__Aston Villa,Boubacar Kamara,fr FRA,MF,Aston Villa,25,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26,cc77354e,15.7,1,7,4,57.1,0.445859872611465,0.26,0.14,0.25,0,0,cc77354e,15.7,,,,,,,,,,,,,,,3,,,,,,cc77354e,15.7,,,,,,,,,,,,,,,,,,,,,cc77354e,15.7,,16,,,,,,,,,,,15,,,,cc77354e,0.0636942675159235,0.1910828025477707,1.019108280254777,0.9554140127388536,1.9745222929936304,MF,,3,0.032714031642495166,0.8310641761237405
Michael Kayode__Brentford,Michael Kayode,it ITA,DF,Brentford,21,2004,37,37,3258,36.2,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,e19660a8,36.2,1,9,3,33.3,0.2486187845303867,0.08,0.11,0.33,0,0,e19660a8,36.2,,,,,,,,,,,,,,,1,,,,,,e19660a8,36.2,,,,,,,,,,,,,,,,,,,,,e19660a8,36.2,,47,,,,,,,,,,,39,,,,e19660a8,0.0276243093922651,0.0276243093922651,1.298342541436464,1.0773480662983426,2.3756906077348066,DF,,3,-1.3493528109643007,1.166418238864046
Michael Keane__Everton,Michael Keane,eng ENG,DF,Everton,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14,c5b7c315,28.8,3,27,7,25.9,0.9375,0.24,0.11,0.43,0,0,c5b7c315,28.8,,,,,,,,,,,,,,,1,,,,,,c5b7c315,28.8,,,,,,,,,,,,,,,,,,,,,c5b7c315,28.8,,24,,,,,,,,,,,37,,,,c5b7c315,0.1041666666666666,0.0347222222222222,0.8333333333333333,1.284722222222222,2.118055555555556,DF,,3,-0.6014924534316753,0.9205994525266813
Milos Kerkez__Liverpool,Milos Kerkez,hu HUN,DF,Liverpool,21,2003,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,0ad53bdc,25.1,2,9,2,22.2,0.3585657370517928,0.08,0.22,1.0,0,0,0ad53bdc,25.1,,,,,,,,,,,,,,,1,,,,,,0ad53bdc,25.1,,,,,,,,,,,,,,,,,,,,,0ad53bdc,25.1,,26,,,,,,,,,,,15,,,,0ad53bdc,0.0796812749003984,0.0398406374501992,1.0358565737051793,0.597609561752988,1.6334661354581672,DF,,3,0.7715740225328,2.31315590369514
Kevin__Fulham,Kevin,br BRA,MF,Fulham,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,93508980,11.6,1,25,10,40.0,2.155172413793104,0.86,0.04,0.1,0,0,93508980,11.6,,,,,,,,,,,,,,,1,,,,,,93508980,11.6,,,,,,,,,,,,,,,,,,,,,93508980,11.6,,10,,,,,,,,,,,9,,,,93508980,0.0862068965517241,0.0862068965517241,0.8620689655172414,0.7758620689655172,1.637931034482759,MF,,1,0.2222859899257201,-0.82486397925747
Abdukodir Khusanov__Manchester City,Abdukodir Khusanov,uz UZB,DF,Manchester City,21,2004,21,15,1432,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,d17ce930,15.9,0,7,1,14.3,0.440251572327044,0.06,0.0,0.0,0,0,d17ce930,15.9,,,,,,,,,,,,,,,0,,,,,,d17ce930,15.9,,,,,,,,,,,,,,,,,,,,,d17ce930,15.9,,20,,,,,,,,,,,29,,,,d17ce930,0.0,0.0,1.2578616352201255,1.8238993710691824,3.081761006289308,DF,,0,-3.519740568013708,0.18706529677562916
Max Kilman__West Ham,Max Kilman,eng ENG,DF,West Ham,28,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,d0f72bf1,17.3,0,7,1,14.3,0.4046242774566473,0.06,0.0,0.0,0,0,d0f72bf1,17.3,,,,,,,,,,,,,,,0,,,,,,d0f72bf1,17.3,,,,,,,,,,,,,,,,,,,,,d0f72bf1,17.3,,8,,,,,,,,,,,6,,,,d0f72bf1,0.0,0.0,0.4624277456647399,0.3468208092485549,0.8092485549132947,DF,,0,-0.6756443156204213,-2.3459177934444164
Joshua King__Fulham,Joshua King,eng ENG,MF,Fulham,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,86109b3b,14.5,1,26,11,42.3,1.793103448275862,0.76,0.04,0.09,0,0,86109b3b,14.5,,,,,,,,,,,,,,,2,,,,,,86109b3b,14.5,,,,,,,,,,,,,,,,,,,,,86109b3b,14.5,,12,,,,,,,,,,,3,,,,86109b3b,0.0689655172413793,0.1379310344827586,0.8275862068965517,0.2068965517241379,1.0344827586206895,MF,,1,0.9039614959425153,-1.5467305407272995
Justin Kluivert__Bournemouth,Justin Kluivert,nl NED,MF,Bournemouth,26,1999,20,10,952,10.6,2,0,2,2,0,0,5,0,0.19,0.0,0.19,0.19,0.19,4c3a6744,10.6,2,17,4,23.5,1.6037735849056605,0.38,0.12,0.5,0,0,4c3a6744,10.6,,,,,,,,,,,,,,,0,,,,,,4c3a6744,10.6,,,,,,,,,,,,,,,,,,,,,4c3a6744,10.6,,7,,,,,,,,,,,4,,,,4c3a6744,0.1886792452830188,0.0,0.6603773584905661,0.3773584905660377,1.0377358490566038,MF,,1,1.356957641647767,-0.04523681784350121
Randal Kolo Muani__Tottenham,Randal Kolo Muani,fr FRA,FWMF,Tottenham,26,1998,30,21,1664,18.5,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,c0b3669f,18.5,1,20,4,20.0,1.0810810810810811,0.22,0.05,0.25,0,0,c0b3669f,18.5,,,,,,,,,,,,,,,1,,,,,,c0b3669f,18.5,,,,,,,,,,,,,,,,,,,,,c0b3669f,18.5,,16,,,,,,,,,,,2,,,,c0b3669f,0.054054054054054,0.054054054054054,0.8648648648648649,0.1081081081081081,0.972972972972973,FW,MF,1,0.3006180554517481,-1.3422666316353185
Ibrahima Konaté__Liverpool,Ibrahima Konaté,fr FRA,DF,Liverpool,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,5ed9b537,34.3,1,12,4,33.3,0.3498542274052478,0.12,0.08,0.25,0,0,5ed9b537,34.3,,,,,,,,,,,,,,,0,,,,,,5ed9b537,34.3,,,,,,,,,,,,,,,,,,,,,5ed9b537,34.3,,31,,,,,,,,,,,28,,,,5ed9b537,0.0291545189504373,0.0,0.9037900874635568,0.8163265306122449,1.720116618075802,DF,,0,-0.7512131997952096,0.1104397738761823
Ezri Konsa__Aston Villa,Ezri Konsa,eng ENG,DF,Aston Villa,27,1997,34,34,3035,33.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0313a347,33.7,0,11,2,18.2,0.3264094955489613,0.06,0.0,0.0,0,0,0313a347,33.7,,,,,,,,,,,,,,,0,,,,,,0313a347,33.7,,,,,,,,,,,,,,,,,,,,,0313a347,33.7,,8,,,,,,,,,,,22,,,,0313a347,0.0,0.0,0.2373887240356083,0.6528189910979227,0.890207715133531,DF,,0,-0.7799344572430034,-2.1785957072497304
Ladislav Krejčí__Wolves,Ladislav Krejčí,cz CZE,DFMF,Wolves,26,1999,28,27,2356,26.2,2,1,3,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,5b5c2228,26.2,2,21,10,47.6,0.8015267175572519,0.38,0.1,0.2,0,0,5b5c2228,26.2,,,,,,,,,,,,,,,1,,,,,,5b5c2228,26.2,,,,,,,,,,,,,,,,,,,,,5b5c2228,26.2,,21,,,,,,,,,,,32,,,,5b5c2228,0.0763358778625954,0.0381679389312977,0.8015267175572519,1.2213740458015268,2.0229007633587788,DF,MF,3,-0.47675504621045106,0.6236039460610042
Mohammed Kudus__Tottenham,Mohammed Kudus,gh GHA,MFFW,Tottenham,24,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.12,0.29,0.41,0.12,0.41,b62878a5,17.1,2,26,9,34.6,1.52046783625731,0.53,0.08,0.22,0,0,b62878a5,17.1,,,,,,,,,,,,,,,5,,,,,,b62878a5,17.1,,,,,,,,,,,,,,,,,,,,,b62878a5,17.1,,17,,,,,,,,,,,3,,,,b62878a5,0.1169590643274853,0.2923976608187134,0.9941520467836256,0.175438596491228,1.1695906432748535,MF,FW,1,1.11229698948901,-1.224950247349551
Maxence Lacroix__Crystal Palace,Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09,277c49ed,34.3,1,25,7,28.0,0.728862973760933,0.2,0.04,0.14,0,0,277c49ed,34.3,,,,,,,,,,,,,,,2,,,,,,277c49ed,34.3,,,,,,,,,,,,,,,,,,,,,277c49ed,34.3,,38,,,,,,,,,,,45,,,,277c49ed,0.0291545189504373,0.0583090379008746,1.1078717201166182,1.3119533527696794,2.419825072886298,DF,,0,-1.7925502387185919,0.12543980279473657
Josh Laurent__Burnley,Josh Laurent,eng ENG,DFMF,Burnley,30,1995,33,18,1764,19.6,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05,f0068e0f,19.6,1,15,4,26.7,0.7653061224489796,0.2,0.07,0.25,0,0,f0068e0f,19.6,,,,,,,,,,,,,,,0,,,,,,f0068e0f,19.6,,,,,,,,,,,,,,,,,,,,,f0068e0f,19.6,,25,,,,,,,,,,,28,,,,f0068e0f,0.0510204081632653,0.0,1.2755102040816326,1.4285714285714284,2.704081632653061,DF,MF,0,-1.9126827142807334,0.9891433089381939
Enzo Le Fée__Sunderland,Enzo Le Fée,fr FRA,MFFW,Sunderland,25,2000,36,33,2930,32.6,5,6,11,2,3,4,5,0,0.15,0.18,0.34,0.06,0.25,6f806d99,32.6,5,36,12,33.3,1.1042944785276072,0.37,0.14,0.42,3,4,6f806d99,32.6,,,,,,,,,,,,,,,6,,,,,,6f806d99,32.6,,,,,,,,,,,,,,,,,,,,,6f806d99,32.6,,56,,,,,,,,,,,28,,,,6f806d99,0.1533742331288343,0.1840490797546012,1.7177914110429446,0.8588957055214723,2.576687116564417,MF,FW,3,-0.3897843585244845,1.4683371393343951
Jefferson Lerma__Crystal Palace,Jefferson Lerma,co COL,MFDF,Crystal Palace,30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,9b5ce51a,19.3,0,19,7,36.8,0.9844559585492229,0.36,0.0,0.0,0,0,9b5ce51a,19.3,,,,,,,,,,,,,,,2,,,,,,9b5ce51a,19.3,,,,,,,,,,,,,,,,,,,,,9b5ce51a,19.3,,18,,,,,,,,,,,25,,,,9b5ce51a,0.0,0.1036269430051813,0.932642487046632,1.2953367875647668,2.227979274611399,MF,DF,0,-1.6252639721490894,-0.6520141230941858
Keane Lewis-Potter__Brentford,Keane Lewis-Potter,eng ENG,DFMF,Brentford,24,2001,36,22,1972,21.9,3,3,6,3,0,0,1,0,0.14,0.14,0.27,0.14,0.27,41f08ac8,21.9,3,31,9,29.0,1.4155251141552512,0.41,0.1,0.33,0,0,41f08ac8,21.9,,,,,,,,,,,,,,,3,,,,,,41f08ac8,21.9,,,,,,,,,,,,,,,,,,,,,41f08ac8,21.9,,14,,,,,,,,,,,10,,,,41f08ac8,0.136986301369863,0.136986301369863,0.6392694063926941,0.4566210045662101,1.0958904109589045,DF,MF,1,1.0545648771026181,-0.6911185107587481
Myles Lewis-Skelly__Arsenal,Myles Lewis-Skelly,eng ENG,MFDF,Arsenal,18,2006,20,5,709,7.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,5dff6c28,7.9,0,2,0,0.0,0.2531645569620253,0.0,0.0,0.0,0,0,5dff6c28,7.9,,,,,,,,,,,,,,,0,,,,,,5dff6c28,7.9,,,,,,,,,,,,,,,,,,,,,5dff6c28,7.9,,5,,,,,,,,,,,5,,,,5dff6c28,0.0,0.0,0.6329113924050632,0.6329113924050632,1.2658227848101264,MF,DF,0,-1.6050490319188095,-2.073846220076175
Matthijs de Ligt__Manchester Utd,Matthijs de Ligt,nl NED,DF,Manchester Utd,25,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,d6e53a3a,13.0,1,11,3,27.3,0.8461538461538461,0.23,0.09,0.33,0,0,d6e53a3a,13.0,,,,,,,,,,,,,,,0,,,,,,d6e53a3a,13.0,,,,,,,,,,,,,,,,,,,,,d6e53a3a,13.0,,13,,,,,,,,,,,11,,,,d6e53a3a,0.0769230769230769,0.0,1.0,0.8461538461538461,1.8461538461538465,DF,,3,-0.5364363042219062,0.3592798500637366
Victor Lindelöf__Aston Villa,Victor Lindelöf,se SWE,DFMF,Aston Villa,31,1994,17,11,948,10.5,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,f5deef4c,10.5,0,3,0,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,f5deef4c,10.5,,,,,,,,,,,,,,,1,,,,,,f5deef4c,10.5,,,,,,,,,,,,,,,,,,,,,f5deef4c,10.5,,3,,,,,,,,,,,8,,,,f5deef4c,0.0,0.0952380952380952,0.2857142857142857,0.7619047619047619,1.0476190476190477,DF,MF,0,-1.2485362281930468,-2.5254502803065915
Tino Livramento__Newcastle,Tino Livramento,eng ENG,DF,Newcastle,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,afed6722,14.8,0,3,0,0.0,0.2027027027027027,0.0,0.0,0.0,0,0,afed6722,14.8,,,,,,,,,,,,,,,1,,,,,,afed6722,14.8,,,,,,,,,,,,,,,,,,,,,afed6722,14.8,,14,,,,,,,,,,,2,,,,afed6722,0.0,0.0675675675675675,0.945945945945946,0.1351351351351351,1.081081081081081,DF,,0,-1.2423252347041485,-2.4038864277896903
Sean Longstaff__Leeds United,Sean Longstaff,eng ENG,MF,Leeds United,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36,a2b105e0,11.2,2,16,4,25.0,1.4285714285714286,0.36,0.13,0.5,0,0,a2b105e0,11.2,,,,,,,,,,,,,,,2,,,,,,a2b105e0,11.2,,,,,,,,,,,,,,,,,,,,,a2b105e0,11.2,,24,,,,,,,,,,,12,,,,a2b105e0,0.1785714285714285,0.1785714285714285,2.142857142857143,1.0714285714285714,3.2142857142857144,MF,,3,-1.065168962151167,2.137877833764906
Lucas__Burnley,Lucas,br BRA,MFDF,Burnley,24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,5d68f5b2,15.7,0,16,4,25.0,1.019108280254777,0.26,0.0,0.0,0,0,5d68f5b2,15.7,,,,,,,,,,,,,,,0,,,,,,5d68f5b2,15.7,,,,,,,,,,,,,,,,,,,,,5d68f5b2,15.7,,22,,,,,,,,,,,19,,,,5d68f5b2,0.0,0.0,1.4012738853503186,1.2101910828025475,2.6114649681528666,MF,DF,0,-2.397426483105801,-0.22195800165070995
Florentino Luís__Burnley,Florentino Luís,pt POR,MF,Burnley,25,1999,31,25,2105,23.4,0,2,2,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09,881cd6be,23.4,0,13,2,15.4,0.5555555555555556,0.09,0.0,0.0,0,0,881cd6be,23.4,,,,,,,,,,,,,,,2,,,,,,881cd6be,23.4,,,,,,,,,,,,,,,,,,,,,881cd6be,23.4,,49,,,,,,,,,,,40,,,,881cd6be,0.0,0.0854700854700854,2.094017094017094,1.7094017094017095,3.803418803418804,MF,,0,-4.141885794277266,0.8325710592533642
Douglas Luiz__Aston Villa,Douglas Luiz,br BRA,MF,Aston Villa,27,1998,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,6f7d826d,6.7,1,6,4,66.7,0.8955223880597015,0.6,0.17,0.25,0,0,6f7d826d,6.7,,,,,,,,,,,,,,,0,,,,,,6f7d826d,6.7,,,,,,,,,,,,,,,,,,,,,6f7d826d,6.7,,11,,,,,,,,,,,7,,,,6f7d826d,0.1492537313432835,0.0,1.6417910447761193,1.044776119402985,2.686567164179104,MF,,3,-0.2746402692060525,2.416754901284455
Saša Lukić__Fulham,Saša Lukić,rs SRB,MF,Fulham,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16,c6e8cf1f,19.3,1,18,6,33.3,0.932642487046632,0.31,0.06,0.17,0,0,c6e8cf1f,19.3,,,,,,,,,,,,,,,2,,,,,,c6e8cf1f,19.3,,,,,,,,,,,,,,,,,,,,,c6e8cf1f,19.3,,28,,,,,,,,,,,16,,,,c6e8cf1f,0.0518134715025906,0.1036269430051813,1.450777202072539,0.8290155440414507,2.2797927461139897,MF,,0,-1.1122841547305595,0.16579109166689604
Ian Maatsen__Aston Villa,Ian Maatsen,nl NED,DF,Aston Villa,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,cab9634e,17.8,0,20,5,25.0,1.1235955056179774,0.28,0.0,0.0,0,0,cab9634e,17.8,,,,,,,,,,,,,,,1,,,,,,cab9634e,17.8,,,,,,,,,,,,,,,,,,,,,cab9634e,17.8,,31,,,,,,,,,,,18,,,,cab9634e,0.0,0.0561797752808988,1.7415730337078652,1.0112359550561798,2.752808988764045,DF,,0,-2.4062270786874222,-0.18913102557554748
Alexis Mac Allister__Liverpool,Alexis Mac Allister,ar ARG,MF,Liverpool,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2,83d074ff,29.5,2,52,12,23.1,1.7627118644067796,0.41,0.04,0.17,0,0,83d074ff,29.5,,,,,,,,,,,,,,,4,,,,,,83d074ff,29.5,,,,,,,,,,,,,,,,,,,,,83d074ff,29.5,,27,,,,,,,,,,,18,,,,83d074ff,0.0677966101694915,0.135593220338983,0.9152542372881356,0.6101694915254238,1.5254237288135593,MF,,1,-0.04727884340854573,-1.1656626427796946
Noni Madueke__Arsenal,Noni Madueke,eng ENG,FWMF,Arsenal,23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3,bf34eebd,13.5,3,25,9,36.0,1.851851851851852,0.67,0.12,0.33,0,0,bf34eebd,13.5,,,,,,,,,,,,,,,1,,,,,,bf34eebd,13.5,,,,,,,,,,,,,,,,,,,,,bf34eebd,13.5,,10,,,,,,,,,,,5,,,,bf34eebd,0.2222222222222222,0.074074074074074,0.7407407407407407,0.3703703703703703,1.1111111111111112,FW,MF,1,1.6310256210704293,-0.26326174696832016
Gabriel Magalhães__Arsenal,Gabriel Magalhães,br BRA,DF,Arsenal,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23,67ac5bb8,30.6,3,27,7,25.9,0.8823529411764706,0.23,0.11,0.43,0,0,67ac5bb8,30.6,,,,,,,,,,,,,,,4,,,,,,67ac5bb8,30.6,,,,,,,,,,,,,,,,,,,,,67ac5bb8,30.6,,20,,,,,,,,,,,22,,,,67ac5bb8,0.0980392156862745,0.130718954248366,0.6535947712418301,0.7189542483660131,1.3725490196078431,DF,,1,0.42816171082317106,-0.10710626385314755
Soungoutou Magassa__West Ham,Soungoutou Magassa,fr FRA,MF,West Ham,21,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,dfc5d4fa,10.9,1,7,2,28.6,0.6422018348623852,0.18,0.14,0.5,0,0,dfc5d4fa,10.9,,,,,,,,,,,,,,,0,,,,,,dfc5d4fa,10.9,,,,,,,,,,,,,,,,,,,,,dfc5d4fa,10.9,,23,,,,,,,,,,,17,,,,dfc5d4fa,0.091743119266055,0.0,2.110091743119266,1.5596330275229358,3.6697247706422016,MF,,3,-2.372950518343695,3.1635362106785174
Harry Maguire__Manchester Utd,Harry Maguire,eng ENG,DF,Manchester Utd,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16,d8931174,18.4,1,14,4,28.6,0.7608695652173914,0.22,0.07,0.25,0,0,d8931174,18.4,,,,,,,,,,,,,,,2,,,,,,d8931174,18.4,,,,,,,,,,,,,,,,,,,,,d8931174,18.4,,17,,,,,,,,,,,12,,,,d8931174,0.0543478260869565,0.108695652173913,0.923913043478261,0.6521739130434783,1.5760869565217392,DF,,0,-0.3055294109800833,-0.4557243380124694
Kobbie Mainoo__Manchester Utd,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,c6220452,18.5,1,13,3,23.1,0.7027027027027027,0.16,0.08,0.33,0,0,c6220452,18.5,,,,,,,,,,,,,,,2,,,,,,c6220452,18.5,,,,,,,,,,,,,,,,,,,,,c6220452,18.5,,20,,,,,,,,,,,19,,,,c6220452,0.054054054054054,0.1081081081081081,1.0810810810810811,1.027027027027027,2.108108108108108,MF,,0,-0.9882728438132086,0.28598489635500934
Donyell Malen__Aston Villa,Donyell Malen,nl NED,FWMF,Aston Villa,26,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69,116c35df,7.3,4,27,9,33.3,3.6986301369863015,1.23,0.15,0.44,0,0,116c35df,7.3,,,,,,,,,,,,,,,1,,,,,,116c35df,7.3,,,,,,,,,,,,,,,,,,,,,116c35df,7.3,,2,,,,,,,,,,,0,,,,116c35df,0.547945205479452,0.136986301369863,0.273972602739726,0.0,0.273972602739726,FW,MF,2,4.654577276161084,-0.8783815597041985
Reinildo Mandava__Sunderland,Reinildo Mandava,mz MOZ,DF,Sunderland,31,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0.0,0.05,0.05,0.0,0.05,c20bdcd7,21.8,0,4,0,0.0,0.18348623853211,0.0,0.0,0.0,0,0,c20bdcd7,21.8,,,,,,,,,,,,,,,1,,,,,,c20bdcd7,21.8,,,,,,,,,,,,,,,,,,,,,c20bdcd7,21.8,,23,,,,,,,,,,,29,,,,c20bdcd7,0.0,0.0458715596330275,1.055045871559633,1.3302752293577982,2.385321100917431,DF,,0,-2.982838161184794,-0.9072920452641917
