Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Shumaira Mheuka,eng ENG,FW,Chelsea,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43d0b694,0.0,0,0,0,,0.0,0.0,,,0,0,43d0b694,0.0,,,,,,,,,,,,,,,0,,,,,,43d0b694,0.0,,,,,,,,,,,,,,,,,,,,,43d0b694,0.0,,0,,,,,,,,,,,0,,,,43d0b694,Shumaira Mheuka__Chelsea
Antoni Milambo,nl NED,MF,Brentford,20,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b05f4787,0.5,0,0,0,,0.0,0.0,,,0,0,b05f4787,0.5,,,,,,,,,,,,,,,0,,,,,,b05f4787,0.5,,,,,,,,,,,,,,,,,,,,,b05f4787,0.5,,1,,,,,,,,,,,0,,,,b05f4787,Antoni Milambo__Brentford
Nikola Milenković,rs SRB,DF,Nottingham,27,1997,38,37,3375,37.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,bee704fc,37.5,0,16,1,6.3,0.43,0.03,0.0,0.0,0,0,bee704fc,37.5,,,,,,,,,,,,,,,0,,,,,,bee704fc,37.5,,,,,,,,,,,,,,,,,,,,,bee704fc,37.5,,19,,,,,,,,,,,29,,,,bee704fc,Nikola Milenković__Nottingham
Lewis Miley,eng ENG,MFDF,Newcastle,19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.3,0.06,0.3,2c6835e5,16.6,1,12,4,33.3,0.72,0.24,0.08,0.25,0,0,2c6835e5,16.6,,,,,,,,,,,,,,,4,,,,,,2c6835e5,16.6,,,,,,,,,,,,,,,,,,,,,2c6835e5,16.6,,18,,,,,,,,,,,20,,,,2c6835e5,Lewis Miley__Newcastle
James Milner,eng ENG,MF,Brighton,39,1986,20,7,784,8.7,1,1,2,0,1,1,2,0,0.11,0.11,0.23,0.0,0.11,2f90f6b8,8.7,1,8,2,25.0,0.92,0.23,0.13,0.5,1,1,2f90f6b8,8.7,,,,,,,,,,,,,,,1,,,,,,2f90f6b8,8.7,,,,,,,,,,,,,,,,,,,,,2f90f6b8,8.7,,9,,,,,,,,,,,5,,,,2f90f6b8,James Milner__Brighton
Veljko Milosavljević,rs SRB,DF,Bournemouth,18,2007,7,4,368,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c478319d,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,c478319d,4.1,,,,,,,,,,,,,,,0,,,,,,c478319d,4.1,,,,,,,,,,,,,,,,,,,,,c478319d,4.1,,4,,,,,,,,,,,4,,,,c478319d,Veljko Milosavljević__Bournemouth
Tyrone Mings,eng ENG,DF,Aston Villa,32,1993,17,15,1324,14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8397a50c,14.7,0,9,1,11.1,0.61,0.07,0.0,0.0,0,0,8397a50c,14.7,,,,,,,,,,,,,,,0,,,,,,8397a50c,14.7,,,,,,,,,,,,,,,,,,,,,8397a50c,14.7,,2,,,,,,,,,,,11,,,,8397a50c,Tyrone Mings__Aston Villa
Yankuba Minteh,gm GAM,MF,Brighton,21,2004,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,c3cf087d,26.6,3,41,11,26.8,1.54,0.41,0.07,0.27,0,0,c3cf087d,26.6,,,,,,,,,,,,,,,4,,,,,,c3cf087d,26.6,,,,,,,,,,,,,,,,,,,,,c3cf087d,26.6,,37,,,,,,,,,,,15,,,,c3cf087d,Yankuba Minteh__Brighton
Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,5cbd1eb0,36.1,1,19,7,36.8,0.53,0.19,0.05,0.14,0,0,5cbd1eb0,36.1,,,,,,,,,,,,,,,2,,,,,,5cbd1eb0,36.1,,,,,,,,,,,,,,,,,,,,,5cbd1eb0,36.1,,65,,,,,,,,,,,33,,,,5cbd1eb0,Tyrick Mitchell__Crystal Palace
Kaoru Mitoma,jp JPN,MFFW,Brighton,28,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21,74618572,19.1,3,32,13,40.6,1.67,0.68,0.09,0.23,0,0,74618572,19.1,,,,,,,,,,,,,,,1,,,,,,74618572,19.1,,,,,,,,,,,,,,,,,,,,,74618572,19.1,,12,,,,,,,,,,,8,,,,74618572,Kaoru Mitoma__Brighton
Morato,br BRA,DF,Nottingham,24,2001,21,14,1345,14.9,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0f41e2ee,14.9,1,5,2,40.0,0.33,0.13,0.2,0.5,0,0,0f41e2ee,14.9,,,,,,,,,,,,,,,0,,,,,,0f41e2ee,14.9,,,,,,,,,,,,,,,,,,,,,0f41e2ee,14.9,,18,,,,,,,,,,,11,,,,0f41e2ee,Morato__Nottingham
Cristhian Mosquera,es ESP,DF,Arsenal,21,2004,20,9,994,11.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,dc1ce4f5,11.0,0,1,0,0.0,0.09,0.0,0.0,,0,0,dc1ce4f5,11.0,,,,,,,,,,,,,,,0,,,,,,dc1ce4f5,11.0,,,,,,,,,,,,,,,,,,,,,dc1ce4f5,11.0,,21,,,,,,,,,,,8,,,,dc1ce4f5,Cristhian Mosquera__Arsenal
Yerson Mosquera,co COL,DF,Wolves,24,2001,27,24,2136,23.7,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1e159d70,23.7,0,30,6,20.0,1.26,0.25,0.0,0.0,0,0,1e159d70,23.7,,,,,,,,,,,,,,,0,,,,,,1e159d70,23.7,,,,,,,,,,,,,,,,,,,,,1e159d70,23.7,,36,,,,,,,,,,,25,,,,1e159d70,Yerson Mosquera__Wolves
Mason Mount,eng ENG,MF,Manchester Utd,26,1999,23,12,1017,11.3,3,0,3,3,0,0,2,0,0.27,0.0,0.27,0.27,0.27,9674002f,11.3,3,19,5,26.3,1.68,0.44,0.16,0.6,0,0,9674002f,11.3,,,,,,,,,,,,,,,0,,,,,,9674002f,11.3,,,,,,,,,,,,,,,,,,,,,9674002f,11.3,,13,,,,,,,,,,,9,,,,9674002f,Mason Mount__Manchester Utd
Divine Mukasa,eng ENG,MF,Manchester City,17,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ce7ae86a,0.3,0,0,0,,0.0,0.0,,,0,0,ce7ae86a,0.3,,,,,,,,,,,,,,,0,,,,,,ce7ae86a,0.3,,,,,,,,,,,,,,,,,,,,,ce7ae86a,0.3,,0,,,,,,,,,,,0,,,,ce7ae86a,Divine Mukasa__Manchester City
Nordi Mukiele,fr FRA,DF,Sunderland,27,1997,32,32,2784,30.9,3,3,6,3,0,0,5,0,0.1,0.1,0.19,0.1,0.19,ac73ec79,30.9,3,26,4,15.4,0.84,0.13,0.12,0.75,0,0,ac73ec79,30.9,,,,,,,,,,,,,,,3,,,,,,ac73ec79,30.9,,,,,,,,,,,,,,,,,,,,,ac73ec79,30.9,,45,,,,,,,,,,,37,,,,ac73ec79,Nordi Mukiele__Sunderland
Romaine Mundle,eng ENG,MF,Sunderland,22,2003,14,2,411,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,597610cd,4.6,0,7,2,28.6,1.53,0.44,0.0,0.0,0,0,597610cd,4.6,,,,,,,,,,,,,,,0,,,,,,597610cd,4.6,,,,,,,,,,,,,,,,,,,,,597610cd,4.6,,4,,,,,,,,,,,1,,,,597610cd,Romaine Mundle__Sunderland
Marshall Munetsi,zw ZIM,MFFW,Wolves,29,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,2acf0cd7,9.7,1,14,6,42.9,1.44,0.62,0.07,0.17,0,0,2acf0cd7,9.7,,,,,,,,,,,,,,,1,,,,,,2acf0cd7,9.7,,,,,,,,,,,,,,,,,,,,,2acf0cd7,9.7,,13,,,,,,,,,,,5,,,,2acf0cd7,Marshall Munetsi__Wolves
Rodrigo Muniz,br BRA,FW,Fulham,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,a755db8c,11.1,1,32,5,15.6,2.88,0.45,0.03,0.2,0,0,a755db8c,11.1,,,,,,,,,,,,,,,1,,,,,,a755db8c,11.1,,,,,,,,,,,,,,,,,,,,,a755db8c,11.1,,3,,,,,,,,,,,2,,,,a755db8c,Rodrigo Muniz__Fulham
Daniel Muñoz,co COL,MF,Crystal Palace,29,1996,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.15,0.11,0.26,0.15,0.26,778ef829,26.7,4,26,12,46.2,0.98,0.45,0.15,0.33,0,0,778ef829,26.7,,,,,,,,,,,,,,,3,,,,,,778ef829,26.7,,,,,,,,,,,,,,,,,,,,,778ef829,26.7,,48,,,,,,,,,,,24,,,,778ef829,Daniel Muñoz__Crystal Palace
Murillo,br BRA,DF,Nottingham,23,2002,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1704b0b8,23.7,1,11,4,36.4,0.46,0.17,0.09,0.25,0,0,1704b0b8,23.7,,,,,,,,,,,,,,,0,,,,,,1704b0b8,23.7,,,,,,,,,,,,,,,,,,,,,1704b0b8,23.7,,23,,,,,,,,,,,29,,,,1704b0b8,Murillo__Nottingham
Alex Murphy,ie IRL,DF,Newcastle,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f1c42eb3,0.1,0,0,0,,0.0,0.0,,,0,0,f1c42eb3,0.1,,,,,,,,,,,,,,,0,,,,,,f1c42eb3,0.1,,,,,,,,,,,,,,,,,,,,,f1c42eb3,0.1,,0,,,,,,,,,,,1,,,,f1c42eb3,Alex Murphy__Newcastle
Jacob Murphy,eng ENG,FWMF,Newcastle,30,1995,33,19,1617,18.0,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,de112b84,18.0,3,42,13,31.0,2.34,0.72,0.07,0.23,0,0,de112b84,18.0,,,,,,,,,,,,,,,2,,,,,,de112b84,18.0,,,,,,,,,,,,,,,,,,,,,de112b84,18.0,,12,,,,,,,,,,,6,,,,de112b84,Jacob Murphy__Newcastle
Vitaliy Mykolenko,ua UKR,DF,Everton,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,30d4a2e5,32.9,0,9,2,22.2,0.27,0.06,0.0,0.0,0,0,30d4a2e5,32.9,,,,,,,,,,,,,,,1,,,,,,30d4a2e5,32.9,,,,,,,,,,,,,,,,,,,,,30d4a2e5,32.9,,25,,,,,,,,,,,27,,,,30d4a2e5,Vitaliy Mykolenko__Everton
David Møller Wolfe,no NOR,MFDF,Wolves,23,2002,22,11,1049,11.7,0,2,2,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,9affc5f2,11.7,0,3,0,0.0,0.26,0.0,0.0,,0,0,9affc5f2,11.7,,,,,,,,,,,,,,,2,,,,,,9affc5f2,11.7,,,,,,,,,,,,,,,,,,,,,9affc5f2,11.7,,5,,,,,,,,,,,7,,,,9affc5f2,David Møller Wolfe__Wolves
Iliman Ndiaye,sn SEN,MF,Everton,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.19,0.1,0.29,0.13,0.23,5ed97752,30.9,6,43,22,51.2,1.39,0.71,0.14,0.27,2,2,5ed97752,30.9,,,,,,,,,,,,,,,3,,,,,,5ed97752,30.9,,,,,,,,,,,,,,,,,,,,,5ed97752,30.9,,40,,,,,,,,,,,17,,,,5ed97752,Iliman Ndiaye__Everton
Dan Ndoye,ch SUI,MF,Nottingham,24,2000,24,14,1173,13.0,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,8e697a8f,13.0,1,15,4,26.7,1.15,0.31,0.07,0.25,0,0,8e697a8f,13.0,,,,,,,,,,,,,,,1,,,,,,8e697a8f,13.0,,,,,,,,,,,,,,,,,,,,,8e697a8f,13.0,,11,,,,,,,,,,,10,,,,8e697a8f,Dan Ndoye__Nottingham
Sean Neave,eng ENG,FW,Newcastle,18,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ff392864,0.2,0,1,0,0.0,6.43,0.0,0.0,,0,0,ff392864,0.2,,,,,,,,,,,,,,,0,,,,,,ff392864,0.2,,,,,,,,,,,,,,,,,,,,,ff392864,0.2,,0,,,,,,,,,,,0,,,,ff392864,Sean Neave__Newcastle
Dan Neil,eng ENG,MF,Sunderland,23,2001,3,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a47ad0f5,0.2,0,0,0,,0.0,0.0,,,0,0,a47ad0f5,0.2,,,,,,,,,,,,,,,0,,,,,,a47ad0f5,0.2,,,,,,,,,,,,,,,,,,,,,a47ad0f5,0.2,,0,,,,,,,,,,,1,,,,a47ad0f5,Dan Neil__Sunderland
Reiss Nelson,eng ENG,FWMF,Brentford,25,1999,10,0,126,1.4,0,1,1,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,c5bdb6e3,1.4,0,5,1,20.0,3.57,0.71,0.0,0.0,0,0,c5bdb6e3,1.4,,,,,,,,,,,,,,,1,,,,,,c5bdb6e3,1.4,,,,,,,,,,,,,,,,,,,,,c5bdb6e3,1.4,,3,,,,,,,,,,,0,,,,c5bdb6e3,Reiss Nelson__Brentford
Pedro Neto,pt POR,MFFW,Chelsea,25,2000,34,30,2631,29.2,5,6,11,5,0,0,4,1,0.17,0.21,0.38,0.17,0.38,7ba2eaa9,29.2,5,46,13,28.3,1.57,0.44,0.11,0.38,0,0,7ba2eaa9,29.2,,,,,,,,,,,,,,,6,,,,,,7ba2eaa9,29.2,,,,,,,,,,,,,,,,,,,,,7ba2eaa9,29.2,,11,,,,,,,,,,,6,,,,7ba2eaa9,Pedro Neto__Chelsea
Luca Netz,de GER,DFMF,Nottingham,22,2003,7,3,357,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e79269bd,4.0,0,0,0,,0.0,0.0,,,0,0,e79269bd,4.0,,,,,,,,,,,,,,,0,,,,,,e79269bd,4.0,,,,,,,,,,,,,,,,,,,,,e79269bd,4.0,,8,,,,,,,,,,,1,,,,e79269bd,Luca Netz__Nottingham
Rio Ngumoha,eng ENG,MF,Liverpool,16,2008,19,5,560,6.2,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,022eca88,6.2,2,16,6,37.5,2.57,0.96,0.13,0.33,0,0,022eca88,6.2,,,,,,,,,,,,,,,1,,,,,,022eca88,6.2,,,,,,,,,,,,,,,,,,,,,022eca88,6.2,,2,,,,,,,,,,,3,,,,022eca88,Rio Ngumoha__Liverpool
Eddie Nketiah,eng ENG,MF,Crystal Palace,26,1999,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.0,0.42,0.42,0.42,a53649b7,4.7,2,15,6,40.0,3.18,1.27,0.13,0.33,0,0,a53649b7,4.7,,,,,,,,,,,,,,,0,,,,,,a53649b7,4.7,,,,,,,,,,,,,,,,,,,,,a53649b7,4.7,,6,,,,,,,,,,,2,,,,a53649b7,Eddie Nketiah__Crystal Palace
Lukas Nmecha,de GER,FW,Leeds United,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.08,0.58,0.33,0.42,0cc5f4a5,12.0,6,30,16,53.3,2.49,1.33,0.2,0.38,2,3,0cc5f4a5,12.0,,,,,,,,,,,,,,,1,,,,,,0cc5f4a5,12.0,,,,,,,,,,,,,,,,,,,,,0cc5f4a5,12.0,,7,,,,,,,,,,,3,,,,0cc5f4a5,Lukas Nmecha__Leeds United
Matheus Nunes,pt POR,DF,Manchester City,26,1998,34,32,2862,31.8,1,5,6,1,0,0,5,0,0.03,0.16,0.19,0.03,0.19,e6af02e0,31.8,1,7,2,28.6,0.22,0.06,0.14,0.5,0,0,e6af02e0,31.8,,,,,,,,,,,,,,,5,,,,,,e6af02e0,31.8,,,,,,,,,,,,,,,,,,,,,e6af02e0,31.8,,41,,,,,,,,,,,29,,,,e6af02e0,Matheus Nunes__Manchester City
Ethan Nwaneri,eng ENG,MF,Arsenal,18,2007,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7f94982c,1.9,0,6,0,0.0,3.16,0.0,0.0,,0,0,7f94982c,1.9,,,,,,,,,,,,,,,0,,,,,,7f94982c,1.9,,,,,,,,,,,,,,,,,,,,,7f94982c,1.9,,0,,,,,,,,,,,0,,,,7f94982c,Ethan Nwaneri__Arsenal
Trey Nyoni,eng ENG,MF,Liverpool,18,2007,6,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1d3b3d77,0.3,0,1,0,0.0,3.75,0.0,0.0,,0,0,1d3b3d77,0.3,,,,,,,,,,,,,,,0,,,,,,1d3b3d77,0.3,,,,,,,,,,,,,,,,,,,,,1d3b3d77,0.3,,0,,,,,,,,,,,0,,,,1d3b3d77,Trey Nyoni__Liverpool
Christian Nørgaard,dk DEN,MF,Arsenal,31,1994,7,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,df0a4c90,1.2,0,2,1,50.0,1.7,0.85,0.0,0.0,0,0,df0a4c90,1.2,,,,,,,,,,,,,,,0,,,,,,df0a4c90,1.2,,,,,,,,,,,,,,,,,,,,,df0a4c90,1.2,,2,,,,,,,,,,,1,,,,df0a4c90,Christian Nørgaard__Arsenal
Jake O'Brien,ie IRL,DF,Everton,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,25f2ef01,34.7,1,13,6,46.2,0.37,0.17,0.08,0.17,0,0,25f2ef01,34.7,,,,,,,,,,,,,,,1,,,,,,25f2ef01,34.7,,,,,,,,,,,,,,,,,,,,,25f2ef01,34.7,,32,,,,,,,,,,,13,,,,25f2ef01,Jake O'Brien__Everton
Luke O'Nien,eng ENG,DF,Sunderland,30,1994,12,5,569,6.3,0,1,1,0,0,0,1,1,0.0,0.16,0.16,0.0,0.16,8092d497,6.3,0,4,1,25.0,0.63,0.16,0.0,0.0,0,0,8092d497,6.3,,,,,,,,,,,,,,,1,,,,,,8092d497,6.3,,,,,,,,,,,,,,,,,,,,,8092d497,6.3,,6,,,,,,,,,,,6,,,,8092d497,Luke O'Nien__Sunderland
Nico O'Reilly,eng ENG,DFMF,Manchester City,20,2005,34,29,2646,29.4,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,91ca4a16,29.4,5,41,15,36.6,1.39,0.51,0.12,0.33,0,0,91ca4a16,29.4,,,,,,,,,,,,,,,3,,,,,,91ca4a16,29.4,,,,,,,,,,,,,,,,,,,,,91ca4a16,29.4,,36,,,,,,,,,,,20,,,,91ca4a16,Nico O'Reilly__Manchester City
Matt O'Riley,dk DEN,MF,Brighton,24,2000,6,2,204,2.3,1,0,1,0,1,1,0,0,0.44,0.0,0.44,0.0,0.0,fb495bb8,2.3,1,4,2,50.0,1.76,0.88,0.25,0.5,1,1,fb495bb8,2.3,,,,,,,,,,,,,,,0,,,,,,fb495bb8,2.3,,,,,,,,,,,,,,,,,,,,,fb495bb8,2.3,,2,,,,,,,,,,,0,,,,fb495bb8,Matt O'Riley__Brighton
Wilson Odobert,fr FRA,MFFW,Tottenham,20,2004,24,10,985,10.9,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,35516eac,10.9,0,21,8,38.1,1.92,0.73,0.0,0.0,0,0,35516eac,10.9,,,,,,,,,,,,,,,2,,,,,,35516eac,10.9,,,,,,,,,,,,,,,,,,,,,35516eac,10.9,,8,,,,,,,,,,,0,,,,35516eac,Wilson Odobert__Tottenham
Noah Okafor,ch SUI,FWMF,Leeds United,25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52,ca607d59,17.3,8,35,15,42.9,2.02,0.86,0.23,0.53,0,0,ca607d59,17.3,,,,,,,,,,,,,,,1,,,,,,ca607d59,17.3,,,,,,,,,,,,,,,,,,,,,ca607d59,17.3,,15,,,,,,,,,,,12,,,,ca607d59,Noah Okafor__Leeds United
Callum Olusesi,eng ENG,MF,Tottenham,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d6455444,0.2,0,0,0,,0.0,0.0,,,0,0,d6455444,0.2,,,,,,,,,,,,,,,0,,,,,,d6455444,0.2,,,,,,,,,,,,,,,,,,,,,d6455444,0.2,,0,,,,,,,,,,,0,,,,d6455444,Callum Olusesi__Tottenham
Amadou Onana,be BEL,MF,Aston Villa,23,2001,25,21,1758,19.5,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,828657ff,19.5,2,19,7,36.8,0.97,0.36,0.11,0.29,0,0,828657ff,19.5,,,,,,,,,,,,,,,0,,,,,,828657ff,19.5,,,,,,,,,,,,,,,,,,,,,828657ff,19.5,,30,,,,,,,,,,,19,,,,828657ff,Amadou Onana__Aston Villa
Frank Onyeka,ng NGA,MF,Brentford,27,1998,6,0,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98,2944f86f,1.0,0,0,0,,0.0,0.0,,,0,0,2944f86f,1.0,,,,,,,,,,,,,,,1,,,,,,2944f86f,1.0,,,,,,,,,,,,,,,,,,,,,2944f86f,1.0,,0,,,,,,,,,,,0,,,,2944f86f,Frank Onyeka__Brentford
Nehemiah Oriola,eng ENG,MF,Brighton,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,febb2831,0.0,0,0,0,,0.0,0.0,,,0,0,febb2831,0.0,,,,,,,,,,,,,,,0,,,,,,febb2831,0.0,,,,,,,,,,,,,,,,,,,,,febb2831,0.0,,0,,,,,,,,,,,0,,,,febb2831,Nehemiah Oriola__Brighton
Stefan Ortega,de GER,GK,Nottingham,32,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c1242d4e,3.0,0,0,0,,0.0,0.0,,,0,0,c1242d4e,3.0,,,,,,,,,,,,,,,0,,,,,,c1242d4e,3.0,,,,,,,,,,,,,,,,,,,,,c1242d4e,3.0,,0,,,,,,,,,,,0,,,,c1242d4e,Stefan Ortega__Nottingham
William Osula,dk DEN,FW,Newcastle,21,2003,24,8,819,9.1,7,0,7,7,0,0,0,0,0.77,0.0,0.77,0.77,0.77,7b355808,9.1,7,23,12,52.2,2.53,1.32,0.3,0.58,0,0,7b355808,9.1,,,,,,,,,,,,,,,0,,,,,,7b355808,9.1,,,,,,,,,,,,,,,,,,,,,7b355808,9.1,,5,,,,,,,,,,,1,,,,7b355808,William Osula__Newcastle
Dango Ouattara,bf BFA,MF,Brentford,23,2002,32,25,2276,25.3,7,3,10,7,0,0,5,0,0.28,0.12,0.4,0.28,0.4,2f9e4435,25.3,7,56,20,35.7,2.21,0.79,0.13,0.35,0,0,2f9e4435,25.3,,,,,,,,,,,,,,,3,,,,,,2f9e4435,25.3,,,,,,,,,,,,,,,,,,,,,2f9e4435,25.3,,14,,,,,,,,,,,24,,,,2f9e4435,Dango Ouattara__Brentford
Pablo,br BRA,MFFW,West Ham,21,2004,14,10,823,9.1,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,866ba412,9.1,0,12,3,25.0,1.31,0.33,0.0,0.0,0,0,866ba412,9.1,,,,,,,,,,,,,,,1,,,,,,866ba412,9.1,,,,,,,,,,,,,,,,,,,,,866ba412,9.1,,14,,,,,,,,,,,5,,,,866ba412,Pablo__West Ham
João Palhinha,pt POR,MF,Tottenham,30,1995,33,23,2198,24.4,5,2,7,5,0,0,8,0,0.2,0.08,0.29,0.2,0.29,a78ff07f,24.4,5,33,9,27.3,1.35,0.37,0.15,0.56,0,0,a78ff07f,24.4,,,,,,,,,,,,,,,2,,,,,,a78ff07f,24.4,,,,,,,,,,,,,,,,,,,,,a78ff07f,24.4,,61,,,,,,,,,,,28,,,,a78ff07f,João Palhinha__Tottenham
Cole Palmer,eng ENG,MF,Chelsea,23,2002,26,24,1955,21.7,10,1,11,5,5,6,5,0,0.46,0.05,0.51,0.23,0.28,dc7f8a28,21.7,10,64,25,39.1,2.95,1.15,0.16,0.4,5,6,dc7f8a28,21.7,,,,,,,,,,,,,,,1,,,,,,dc7f8a28,21.7,,,,,,,,,,,,,,,,,,,,,dc7f8a28,21.7,,12,,,,,,,,,,,13,,,,dc7f8a28,Cole Palmer__Chelsea
Lucas Paquetá,br BRA,MFFW,West Ham,27,1997,18,18,1511,16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.3,0.12,0.18,9b6f7fd5,16.8,4,23,11,47.8,1.37,0.66,0.17,0.36,2,2,9b6f7fd5,16.8,,,,,,,,,,,,,,,1,,,,,,9b6f7fd5,16.8,,,,,,,,,,,,,,,,,,,,,9b6f7fd5,16.8,,22,,,,,,,,,,,7,,,,9b6f7fd5,Lucas Paquetá__West Ham
Nathan Patterson,sct SCO,DF,Everton,23,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,230f0471,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,0,0,230f0471,2.7,,,,,,,,,,,,,,,0,,,,,,230f0471,2.7,,,,,,,,,,,,,,,,,,,,,230f0471,2.7,,4,,,,,,,,,,,2,,,,230f0471,Nathan Patterson__Everton
Myles Peart-Harris,eng ENG,MF,Brentford,22,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ea1a5662,0.0,0,0,0,,0.0,0.0,,,0,0,ea1a5662,0.0,,,,,,,,,,,,,,,0,,,,,,ea1a5662,0.0,,,,,,,,,,,,,,,,,,,,,ea1a5662,0.0,,0,,,,,,,,,,,0,,,,ea1a5662,Myles Peart-Harris__Brentford
Lucas Perri,br BRA,GK,Leeds United,27,1997,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5dbd461a,16.0,0,0,0,,0.0,0.0,,,0,0,5dbd461a,16.0,,,,,,,,,,,,,,,0,,,,,,5dbd461a,16.0,,,,,,,,,,,,,,,,,,,,,5dbd461a,16.0,,0,,,,,,,,,,,0,,,,5dbd461a,Lucas Perri__Leeds United
