stint_id,Gls/90,Ast/90,Sh/90,SoT%,G/Sh,G/SoT,TklW/90,Int/90,TklWInt/90
Joshua King__Fulham,0.06896551724137931,0.13793103448275862,1.793103448275862,42.3,0.04,0.09,0.8275862068965517,0.20689655172413793,1.0344827586206897
Justin Kluivert__Bournemouth,0.18867924528301888,0.0,1.6037735849056605,23.5,0.12,0.5,0.6603773584905661,0.37735849056603776,1.0377358490566038
Randal Kolo Muani__Tottenham,0.05405405405405406,0.05405405405405406,1.0810810810810811,20.0,0.05,0.25,0.8648648648648649,0.10810810810810811,0.972972972972973
Ibrahima Konaté__Liverpool,0.02915451895043732,0.0,0.34985422740524785,33.3,0.08,0.25,0.9037900874635569,0.8163265306122449,1.7201166180758019
Ezri Konsa__Aston Villa,0.0,0.0,0.32640949554896137,18.2,0.0,0.0,0.2373887240356083,0.6528189910979227,0.890207715133531
Ladislav Krejčí__Wolves,0.07633587786259542,0.03816793893129771,0.8015267175572519,47.6,0.1,0.2,0.8015267175572519,1.2213740458015268,2.0229007633587788
Mohammed Kudus__Tottenham,0.11695906432748537,0.29239766081871343,1.5204678362573099,34.6,0.08,0.22,0.9941520467836257,0.17543859649122806,1.1695906432748537
Maxence Lacroix__Crystal Palace,0.02915451895043732,0.05830903790087464,0.728862973760933,28.0,0.04,0.14,1.1078717201166182,1.3119533527696794,2.419825072886298
Josh Laurent__Burnley,0.0510204081632653,0.0,0.7653061224489796,26.7,0.07,0.25,1.2755102040816326,1.4285714285714284,2.704081632653061
Enzo Le Fée__Sunderland,0.15337423312883436,0.18404907975460122,1.1042944785276072,33.3,0.14,0.42,1.7177914110429446,0.8588957055214723,2.576687116564417
Jefferson Lerma__Crystal Palace,0.0,0.10362694300518134,0.9844559585492227,36.8,0.0,0.0,0.9326424870466321,1.2953367875647668,2.227979274611399
Keane Lewis-Potter__Brentford,0.13698630136986303,0.13698630136986303,1.4155251141552512,29.0,0.1,0.33,0.6392694063926941,0.4566210045662101,1.0958904109589043
Myles Lewis-Skelly__Arsenal,0.0,0.0,0.2531645569620253,0.0,0.0,0.0,0.6329113924050632,0.6329113924050632,1.2658227848101264
Matthijs de Ligt__Manchester Utd,0.07692307692307693,0.0,0.8461538461538461,27.3,0.09,0.33,1.0,0.8461538461538461,1.8461538461538463
Victor Lindelöf__Aston Villa,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.7619047619047619,1.0476190476190477
Tino Livramento__Newcastle,0.0,0.06756756756756756,0.2027027027027027,0.0,0.0,0.0,0.9459459459459459,0.13513513513513511,1.081081081081081
Sean Longstaff__Leeds United,0.17857142857142858,0.17857142857142858,1.4285714285714286,25.0,0.13,0.5,2.142857142857143,1.0714285714285714,3.2142857142857144
Lucas__Burnley,0.0,0.0,1.019108280254777,25.0,0.0,0.0,1.4012738853503186,1.2101910828025477,2.6114649681528666
Florentino Luís__Burnley,0.0,0.08547008547008547,0.5555555555555556,15.4,0.0,0.0,2.094017094017094,1.7094017094017095,3.8034188034188037
Douglas Luiz__Aston Villa,0.14925373134328357,0.0,0.8955223880597015,66.7,0.17,0.25,1.6417910447761193,1.044776119402985,2.6865671641791042
Saša Lukić__Fulham,0.05181347150259067,0.10362694300518134,0.9326424870466321,33.3,0.06,0.17,1.450777202072539,0.8290155440414507,2.2797927461139897
Ian Maatsen__Aston Villa,0.0,0.056179775280898875,1.1235955056179774,25.0,0.0,0.0,1.7415730337078652,1.0112359550561798,2.752808988764045
Alexis Mac Allister__Liverpool,0.06779661016949153,0.13559322033898305,1.7627118644067796,23.1,0.04,0.17,0.9152542372881356,0.6101694915254238,1.5254237288135593
Noni Madueke__Arsenal,0.2222222222222222,0.07407407407407407,1.8518518518518519,36.0,0.12,0.33,0.7407407407407407,0.37037037037037035,1.1111111111111112
Gabriel Magalhães__Arsenal,0.09803921568627451,0.13071895424836602,0.8823529411764706,25.9,0.11,0.43,0.6535947712418301,0.7189542483660131,1.3725490196078431
Soungoutou Magassa__West Ham,0.09174311926605504,0.0,0.6422018348623852,28.6,0.14,0.5,2.110091743119266,1.5596330275229358,3.6697247706422016
Harry Maguire__Manchester Utd,0.05434782608695653,0.10869565217391305,0.7608695652173914,28.6,0.07,0.25,0.923913043478261,0.6521739130434783,1.5760869565217392
