Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,reason
Federico Chiesa,it ITA,MF,Liverpool,27,1997,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.8,0.53,0.8,b0f7e36c,3.8,2,17,5,29.4,4.51,1.33,0.12,0.4,0,0,b0f7e36c,3.8,,,,,,,,,,,,,,,1,,,,,,b0f7e36c,3.8,,,,,,,,,,,,,,,,,,,,,b0f7e36c,3.8,,5,,,,,,,,,,,4,,,,b0f7e36c,Federico Chiesa__Liverpool,below_600_min_threshold
Tawanda Chirewa,zw ZIM,MF,Wolves,21,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34721c11,0.3,0,0,0,,0.0,0.0,,,0,0,34721c11,0.3,,,,,,,,,,,,,,,0,,,,,,34721c11,0.3,,,,,,,,,,,,,,,,,,,,,34721c11,0.3,,0,,,,,,,,,,,0,,,,34721c11,Tawanda Chirewa__Wolves,below_600_min_threshold
Dennis Cirkin,lv LVA,DF,Sunderland,23,2002,8,3,323,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,307ea3b6,3.6,0,1,0,0.0,0.28,0.0,0.0,,0,0,307ea3b6,3.6,,,,,,,,,,,,,,,0,,,,,,307ea3b6,3.6,,,,,,,,,,,,,,,,,,,,,307ea3b6,3.6,,5,,,,,,,,,,,5,,,,307ea3b6,Dennis Cirkin__Sunderland,below_600_min_threshold
Nathaniel Clyne,eng ENG,MFDF,Crystal Palace,34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,0442183b,6.6,0,3,0,0.0,0.45,0.0,0.0,,0,0,0442183b,6.6,,,,,,,,,,,,,,,1,,,,,,0442183b,6.6,,,,,,,,,,,,,,,,,,,,,0442183b,6.6,,9,,,,,,,,,,,7,,,,0442183b,Nathaniel Clyne__Crystal Palace,below_600_min_threshold
Séamus Coleman,ie IRL,DF,Everton,36,1988,5,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0420d84f,0.2,0,0,0,,0.0,0.0,,,0,0,0420d84f,0.2,,,,,,,,,,,,,,,0,,,,,,0420d84f,0.2,,,,,,,,,,,,,,,,,,,,,0420d84f,0.2,,0,,,,,,,,,,,0,,,,0420d84f,Séamus Coleman__Everton,below_600_min_threshold
Levi Colwill,eng ENG,DF,Chelsea,22,2003,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,700783e7,2.5,0,0,0,,0.0,0.0,,,0,0,700783e7,2.5,,,,,,,,,,,,,,,0,,,,,,700783e7,2.5,,,,,,,,,,,,,,,,,,,,,700783e7,2.5,,2,,,,,,,,,,,5,,,,700783e7,Levi Colwill__Chelsea,below_600_min_threshold
Diego Coppola,it ITA,DF,Brighton,21,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,22ae86f9,2.2,0,0,0,,0.0,0.0,,,0,0,22ae86f9,2.2,,,,,,,,,,,,,,,0,,,,,,22ae86f9,2.2,,,,,,,,,,,,,,,,,,,,,22ae86f9,2.2,,2,,,,,,,,,,,1,,,,22ae86f9,Diego Coppola__Brighton,below_600_min_threshold
Jair Cunha,br BRA,DF,Nottingham,20,2005,9,6,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ac31d35e,5.7,0,3,1,33.3,0.52,0.17,0.0,0.0,0,0,ac31d35e,5.7,,,,,,,,,,,,,,,0,,,,,,ac31d35e,5.7,,,,,,,,,,,,,,,,,,,,,ac31d35e,5.7,,5,,,,,,,,,,,5,,,,ac31d35e,Jair Cunha__Nottingham,below_600_min_threshold
Josh Dasilva,eng ENG,MF,Brentford,26,1998,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60344e4f,0.0,0,1,0,0.0,30.0,0.0,0.0,,0,0,60344e4f,0.0,,,,,,,,,,,,,,,0,,,,,,60344e4f,0.0,,,,,,,,,,,,,,,,,,,,,60344e4f,0.0,,0,,,,,,,,,,,0,,,,60344e4f,Josh Dasilva__Brentford,below_600_min_threshold
Ben Davies,wls WAL,DF,Tottenham,32,1993,3,2,137,1.5,1,0,1,1,0,0,1,0,0.66,0.0,0.66,0.66,0.66,44781702,1.5,1,2,2,100.0,1.31,1.31,0.5,0.5,0,0,44781702,1.5,,,,,,,,,,,,,,,0,,,,,,44781702,1.5,,,,,,,,,,,,,,,,,,,,,44781702,1.5,,4,,,,,,,,,,,1,,,,44781702,Ben Davies__Tottenham,below_600_min_threshold
Jesse Derry,eng ENG,MF,Chelsea,18,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bbfe0e5d,0.5,0,2,1,50.0,4.09,2.05,0.0,0.0,0,0,bbfe0e5d,0.5,,,,,,,,,,,,,,,0,,,,,,bbfe0e5d,0.5,,,,,,,,,,,,,,,,,,,,,bbfe0e5d,0.5,,1,,,,,,,,,,,0,,,,bbfe0e5d,Jesse Derry__Chelsea,below_600_min_threshold
Tyler Dibling,eng ENG,MF,Everton,19,2006,14,4,358,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,bdcc89ae,4.0,0,4,0,0.0,1.01,0.0,0.0,,0,0,bdcc89ae,4.0,,,,,,,,,,,,,,,0,,,,,,bdcc89ae,4.0,,,,,,,,,,,,,,,,,,,,,bdcc89ae,4.0,,3,,,,,,,,,,,6,,,,bdcc89ae,Tyler Dibling__Everton,below_600_min_threshold
Romelle Donovan,eng ENG,FW,Brentford,18,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,519db366,0.5,0,3,1,33.3,6.59,2.2,0.0,0.0,0,0,519db366,0.5,,,,,,,,,,,,,,,0,,,,,,519db366,0.5,,,,,,,,,,,,,,,,,,,,,519db366,0.5,,0,,,,,,,,,,,0,,,,519db366,Romelle Donovan__Brentford,below_600_min_threshold
Max Dowman,eng ENG,MF,Arsenal,15,2009,6,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,9008bb70,1.7,1,6,1,16.7,3.44,0.57,0.17,1.0,0,0,9008bb70,1.7,,,,,,,,,,,,,,,0,,,,,,9008bb70,1.7,,,,,,,,,,,,,,,,,,,,,9008bb70,1.7,,2,,,,,,,,,,,1,,,,9008bb70,Max Dowman__Arsenal,below_600_min_threshold
Radu Drăgușin,ro ROU,DF,Tottenham,23,2002,10,5,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,620922ed,5.7,0,4,0,0.0,0.7,0.0,0.0,,0,0,620922ed,5.7,,,,,,,,,,,,,,,0,,,,,,620922ed,5.7,,,,,,,,,,,,,,,,,,,,,620922ed,5.7,,3,,,,,,,,,,,16,,,,620922ed,Radu Drăgușin__Tottenham,below_600_min_threshold
Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,16,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1bd530e8,0.1,0,0,0,,0.0,0.0,,,0,0,1bd530e8,0.1,,,,,,,,,,,,,,,0,,,,,,1bd530e8,0.1,,,,,,,,,,,,,,,,,,,,,1bd530e8,0.1,,1,,,,,,,,,,,0,,,,1bd530e8,Joél Drakes-Thomas__Crystal Palace,below_600_min_threshold
George Earthy,eng ENG,MF,West Ham,20,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,123d2733,0.1,0,0,0,,0.0,0.0,,,0,0,123d2733,0.1,,,,,,,,,,,,,,,0,,,,,,123d2733,0.1,,,,,,,,,,,,,,,,,,,,,123d2733,0.1,,0,,,,,,,,,,,0,,,,123d2733,George Earthy__West Ham,below_600_min_threshold
Odsonne Édouard,fr FRA,FW,Crystal Palace,27,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0562b7f1,0.0,0,0,0,,0.0,0.0,,,0,0,0562b7f1,0.0,,,,,,,,,,,,,,,0,,,,,,0562b7f1,0.0,,,,,,,,,,,,,,,,,,,,,0562b7f1,0.0,,1,,,,,,,,,,,0,,,,0562b7f1,Odsonne Édouard__Crystal Palace,below_600_min_threshold
Tom Edozie,eng ENG,MF,Wolves,19,2006,3,0,14,0.2,1,0,1,1,0,0,0,0,6.43,0.0,6.43,6.43,6.43,3354ea94,0.2,1,2,1,50.0,12.86,6.43,0.5,1.0,0,0,3354ea94,0.2,,,,,,,,,,,,,,,0,,,,,,3354ea94,0.2,,,,,,,,,,,,,,,,,,,,,3354ea94,0.2,,0,,,,,,,,,,,0,,,,3354ea94,Tom Edozie__Wolves,below_600_min_threshold
Melker Ellborg,se SWE,GK,Sunderland,22,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,013d348e,3.0,0,0,0,,0.0,0.0,,,0,0,013d348e,3.0,,,,,,,,,,,,,,,0,,,,,,013d348e,3.0,,,,,,,,,,,,,,,,,,,,,013d348e,3.0,,0,,,,,,,,,,,0,,,,013d348e,Melker Ellborg__Sunderland,below_600_min_threshold
Harvey Elliott,eng ENG,MF,Aston Villa,22,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b9e1436c,1.2,0,5,0,0.0,4.02,0.0,0.0,,0,0,b9e1436c,1.2,,,,,,,,,,,,,,,0,,,,,,b9e1436c,1.2,,,,,,,,,,,,,,,,,,,,,b9e1436c,1.2,,0,,,,,,,,,,,0,,,,b9e1436c,Harvey Elliott__Aston Villa,below_600_min_threshold
Harvey Elliott,eng ENG,FWMF,Liverpool,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b9e1436c,0.0,0,0,0,,0.0,0.0,,,0,0,b9e1436c,0.0,,,,,,,,,,,,,,,0,,,,,,b9e1436c,0.0,,,,,,,,,,,,,,,,,,,,,b9e1436c,0.0,,0,,,,,,,,,,,0,,,,b9e1436c,Harvey Elliott__Liverpool,below_600_min_threshold
Wataru Endo,jp JPN,DF,Liverpool,32,1993,8,1,175,1.9,0,1,1,0,0,0,1,0,0.0,0.51,0.51,0.0,0.51,c149016b,1.9,0,1,0,0.0,0.51,0.0,0.0,,0,0,c149016b,1.9,,,,,,,,,,,,,,,1,,,,,,c149016b,1.9,,,,,,,,,,,,,,,,,,,,,c149016b,1.9,,3,,,,,,,,,,,0,,,,c149016b,Wataru Endo__Liverpool,below_600_min_threshold
Romain Esse,eng ENG,MF,Crystal Palace,20,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,87189f25,0.5,0,0,0,,0.0,0.0,,,0,0,87189f25,0.5,,,,,,,,,,,,,,,0,,,,,,87189f25,0.5,,,,,,,,,,,,,,,,,,,,,87189f25,0.5,,1,,,,,,,,,,,0,,,,87189f25,Romain Esse__Crystal Palace,below_600_min_threshold
Dario Essugo,pt POR,MF,Chelsea,20,2005,3,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1e4319ac,0.3,0,0,0,,0.0,0.0,,,0,0,1e4319ac,0.3,,,,,,,,,,,,,,,0,,,,,,1e4319ac,0.3,,,,,,,,,,,,,,,,,,,,,1e4319ac,0.3,,3,,,,,,,,,,,0,,,,1e4319ac,Dario Essugo__Chelsea,below_600_min_threshold
Eberechi Eze,eng ENG,MF,Crystal Palace,27,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ae4fc6a4,0.9,0,6,2,33.3,6.51,2.17,0.0,0.0,0,0,ae4fc6a4,0.9,,,,,,,,,,,,,,,0,,,,,,ae4fc6a4,0.9,,,,,,,,,,,,,,,,,,,,,ae4fc6a4,0.9,,1,,,,,,,,,,,0,,,,ae4fc6a4,Eberechi Eze__Crystal Palace,below_600_min_threshold
Jack Fletcher,eng ENG,MF,Manchester Utd,18,2007,3,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38a6c944,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,38a6c944,1.2,,,,,,,,,,,,,,,0,,,,,,38a6c944,1.2,,,,,,,,,,,,,,,,,,,,,38a6c944,1.2,,1,,,,,,,,,,,1,,,,38a6c944,Jack Fletcher__Manchester Utd,below_600_min_threshold
Tyler Fletcher,sct SCO,MF,Manchester Utd,18,2007,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,81a92add,0.2,0,0,0,,0.0,0.0,,,0,0,81a92add,0.2,,,,,,,,,,,,,,,0,,,,,,81a92add,0.2,,,,,,,,,,,,,,,,,,,,,81a92add,0.2,,0,,,,,,,,,,,0,,,,81a92add,Tyler Fletcher__Manchester Utd,below_600_min_threshold
Tyler Fredricson,eng ENG,DF,Manchester Utd,20,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58630379,0.0,0,0,0,,0.0,0.0,,,0,0,58630379,0.0,,,,,,,,,,,,,,,0,,,,,,58630379,0.0,,,,,,,,,,,,,,,,,,,,,58630379,0.0,,0,,,,,,,,,,,0,,,,58630379,Tyler Fredricson__Manchester Utd,below_600_min_threshold
Niclas Füllkrug,de GER,FW,West Ham,32,1993,8,5,409,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4f16405e,4.5,0,9,3,33.3,1.98,0.66,0.0,0.0,0,0,4f16405e,4.5,,,,,,,,,,,,,,,0,,,,,,4f16405e,4.5,,,,,,,,,,,,,,,,,,,,,4f16405e,4.5,,1,,,,,,,,,,,2,,,,4f16405e,Niclas Füllkrug__West Ham,below_600_min_threshold
Kaye Furo,be BEL,FW,Brentford,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9fea2579,0.0,0,0,0,,0.0,0.0,,,0,0,9fea2579,0.0,,,,,,,,,,,,,,,0,,,,,,9fea2579,0.0,,,,,,,,,,,,,,,,,,,,,9fea2579,0.0,,0,,,,,,,,,,,0,,,,9fea2579,Kaye Furo__Brentford,below_600_min_threshold
Ben Gannon-Doak,sct SCO,MF,Bournemouth,19,2005,8,0,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8,733f1a7d,1.3,0,3,1,33.3,2.39,0.8,0.0,0.0,0,0,733f1a7d,1.3,,,,,,,,,,,,,,,1,,,,,,733f1a7d,1.3,,,,,,,,,,,,,,,,,,,,,733f1a7d,1.3,,2,,,,,,,,,,,1,,,,733f1a7d,Ben Gannon-Doak__Bournemouth,below_600_min_threshold
Andrés García,es ESP,DF,Aston Villa,22,2003,6,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40498af1,1.0,0,0,0,,0.0,0.0,,,0,0,40498af1,1.0,,,,,,,,,,,,,,,0,,,,,,40498af1,1.0,,,,,,,,,,,,,,,,,,,,,40498af1,1.0,,4,,,,,,,,,,,0,,,,40498af1,Andrés García__Aston Villa,below_600_min_threshold
Tyrique George,eng ENG,FW,Chelsea,19,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,e6f7797e,1.6,0,3,2,66.7,1.86,1.24,0.0,0.0,0,0,e6f7797e,1.6,,,,,,,,,,,,,,,0,,,,,,e6f7797e,1.6,,,,,,,,,,,,,,,,,,,,,e6f7797e,1.6,,2,,,,,,,,,,,0,,,,e6f7797e,Tyrique George__Chelsea,below_600_min_threshold
Tyrique George,eng ENG,MF,Everton,19,2006,11,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e6f7797e,2.4,0,7,3,42.9,2.89,1.24,0.0,0.0,0,0,e6f7797e,2.4,,,,,,,,,,,,,,,0,,,,,,e6f7797e,2.4,,,,,,,,,,,,,,,,,,,,,e6f7797e,2.4,,3,,,,,,,,,,,2,,,,e6f7797e,Tyrique George__Everton,below_600_min_threshold
Jamie Gittens,eng ENG,MF,Chelsea,20,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,10745192,5.5,0,10,2,20.0,1.82,0.36,0.0,0.0,0,0,10745192,5.5,,,,,,,,,,,,,,,2,,,,,,10745192,5.5,,,,,,,,,,,,,,,,,,,,,10745192,5.5,,4,,,,,,,,,,,2,,,,10745192,Jamie Gittens__Chelsea,below_600_min_threshold
Wilfried Gnonto,it ITA,FW,Leeds United,21,2003,23,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,75fdd638,6.0,0,10,0,0.0,1.68,0.0,0.0,,0,0,75fdd638,6.0,,,,,,,,,,,,,,,1,,,,,,75fdd638,6.0,,,,,,,,,,,,,,,,,,,,,75fdd638,6.0,,13,,,,,,,,,,,3,,,,75fdd638,Wilfried Gnonto__Leeds United,below_600_min_threshold
Angel Gomes,eng ENG,MFFW,Wolves,24,2000,12,7,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,645a3363,5.1,0,6,2,33.3,1.17,0.39,0.0,0.0,0,0,645a3363,5.1,,,,,,,,,,,,,,,0,,,,,,645a3363,5.1,,,,,,,,,,,,,,,,,,,,,645a3363,5.1,,5,,,,,,,,,,,1,,,,645a3363,Angel Gomes__Wolves,below_600_min_threshold
Evann Guessand,ci CIV,MF,Aston Villa,24,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,b73f17f8,6.5,0,8,5,62.5,1.22,0.77,0.0,0.0,0,0,b73f17f8,6.5,,,,,,,,,,,,,,,1,,,,,,b73f17f8,6.5,,,,,,,,,,,,,,,,,,,,,b73f17f8,6.5,,9,,,,,,,,,,,3,,,,b73f17f8,Evann Guessand__Aston Villa,below_600_min_threshold
Evann Guessand,ci CIV,MF,Crystal Palace,24,2001,8,3,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,b73f17f8,3.7,1,3,1,33.3,0.82,0.27,0.33,1.0,0,0,b73f17f8,3.7,,,,,,,,,,,,,,,1,,,,,,b73f17f8,3.7,,,,,,,,,,,,,,,,,,,,,b73f17f8,3.7,,2,,,,,,,,,,,2,,,,b73f17f8,Evann Guessand__Crystal Palace,below_600_min_threshold
Luis Guilherme,br BRA,FW,West Ham,19,2006,5,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b7672d43,1.4,0,1,0,0.0,0.72,0.0,0.0,,0,0,b7672d43,1.4,,,,,,,,,,,,,,,0,,,,,,b7672d43,1.4,,,,,,,,,,,,,,,,,,,,,b7672d43,1.4,,1,,,,,,,,,,,0,,,,b7672d43,Luis Guilherme__West Ham,below_600_min_threshold
Marc Guiu,es ESP,FW,Sunderland,19,2006,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d3d774cc,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,d3d774cc,0.2,,,,,,,,,,,,,,,0,,,,,,d3d774cc,0.2,,,,,,,,,,,,,,,,,,,,,d3d774cc,0.2,,0,,,,,,,,,,,0,,,,d3d774cc,Marc Guiu__Sunderland,below_600_min_threshold
Marc Guiu,es ESP,FW,Chelsea,19,2006,8,1,257,2.9,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,d3d774cc,2.9,0,12,2,16.7,4.2,0.7,0.0,0.0,0,0,d3d774cc,2.9,,,,,,,,,,,,,,,1,,,,,,d3d774cc,2.9,,,,,,,,,,,,,,,,,,,,,d3d774cc,2.9,,0,,,,,,,,,,,0,,,,d3d774cc,Marc Guiu__Chelsea,below_600_min_threshold
Angus Gunn,sct SCO,GK,Nottingham,29,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e082af5b,0.5,0,0,0,,0.0,0.0,,,0,0,e082af5b,0.5,,,,,,,,,,,,,,,0,,,,,,e082af5b,0.5,,,,,,,,,,,,,,,,,,,,,e082af5b,0.5,,0,,,,,,,,,,,0,,,,e082af5b,Angus Gunn__Nottingham,below_600_min_threshold
Jack Harrison,eng ENG,FW,Leeds United,28,1996,11,1,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,aa849a12,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,0,0,aa849a12,3.0,,,,,,,,,,,,,,,0,,,,,,aa849a12,3.0,,,,,,,,,,,,,,,,,,,,,aa849a12,3.0,,2,,,,,,,,,,,4,,,,aa849a12,Jack Harrison__Leeds United,below_600_min_threshold
Kai Havertz,de GER,FWMF,Arsenal,26,1999,12,7,581,6.5,2,3,5,2,0,0,1,0,0.31,0.46,0.77,0.31,0.77,fed7cb61,6.5,2,18,4,22.2,2.79,0.62,0.11,0.5,0,0,fed7cb61,6.5,,,,,,,,,,,,,,,3,,,,,,fed7cb61,6.5,,,,,,,,,,,,,,,,,,,,,fed7cb61,6.5,,5,,,,,,,,,,,1,,,,fed7cb61,Kai Havertz__Arsenal,below_600_min_threshold
George Hemmings,eng ENG,MF,Aston Villa,18,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28795530,0.3,0,1,0,0.0,3.33,0.0,0.0,,0,0,28795530,0.3,,,,,,,,,,,,,,,0,,,,,,28795530,0.3,,,,,,,,,,,,,,,,,,,,,28795530,0.3,,0,,,,,,,,,,,0,,,,28795530,George Hemmings__Aston Villa,below_600_min_threshold
Ki-Jana Hoever,nl NED,MFDF,Wolves,23,2002,8,6,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9a71e978,4.7,0,1,1,100.0,0.21,0.21,0.0,0.0,0,0,9a71e978,4.7,,,,,,,,,,,,,,,0,,,,,,9a71e978,4.7,,,,,,,,,,,,,,,,,,,,,9a71e978,4.7,,11,,,,,,,,,,,5,,,,9a71e978,Ki-Jana Hoever__Wolves,below_600_min_threshold
Harry Howell,eng ENG,MF,Brighton,17,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d8a7e52c,1.0,0,0,0,,0.0,0.0,,,0,0,d8a7e52c,1.0,,,,,,,,,,,,,,,0,,,,,,d8a7e52c,1.0,,,,,,,,,,,,,,,,,,,,,d8a7e52c,1.0,,0,,,,,,,,,,,0,,,,d8a7e52c,Harry Howell__Brighton,below_600_min_threshold
Igor,br BRA,DF,West Ham,27,1998,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a4e85758,1.2,0,0,0,,0.0,0.0,,,0,0,a4e85758,1.2,,,,,,,,,,,,,,,0,,,,,,a4e85758,1.2,,,,,,,,,,,,,,,,,,,,,a4e85758,1.2,,0,,,,,,,,,,,1,,,,a4e85758,Igor__West Ham,below_600_min_threshold
Andy Irving,sct SCO,MF,West Ham,25,2000,7,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b1be9fc0,1.8,0,0,0,,0.0,0.0,,,0,0,b1be9fc0,1.8,,,,,,,,,,,,,,,0,,,,,,b1be9fc0,1.8,,,,,,,,,,,,,,,,,,,,,b1be9fc0,1.8,,4,,,,,,,,,,,1,,,,b1be9fc0,Andy Irving__West Ham,below_600_min_threshold
Daniel James,wls WAL,FWMF,Leeds United,27,1997,19,6,559,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c931d9f9,6.2,0,14,3,21.4,2.25,0.48,0.0,0.0,0,0,c931d9f9,6.2,,,,,,,,,,,,,,,0,,,,,,c931d9f9,6.2,,,,,,,,,,,,,,,,,,,,,c931d9f9,6.2,,5,,,,,,,,,,,1,,,,c931d9f9,Daniel James__Leeds United,below_600_min_threshold
Gabriel Jesus,br BRA,FW,Arsenal,28,1997,14,3,429,4.8,3,0,3,3,0,0,3,0,0.63,0.0,0.63,0.63,0.63,b66315ae,4.8,3,19,12,63.2,3.99,2.52,0.16,0.25,0,0,b66315ae,4.8,,,,,,,,,,,,,,,0,,,,,,b66315ae,4.8,,,,,,,,,,,,,,,,,,,,,b66315ae,4.8,,0,,,,,,,,,,,2,,,,b66315ae,Gabriel Jesus__Arsenal,below_600_min_threshold
Jamaldeen Jimoh,eng ENG,MF,Aston Villa,18,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e711234,0.1,0,0,0,,0.0,0.0,,,0,0,1e711234,0.1,,,,,,,,,,,,,,,0,,,,,,1e711234,0.1,,,,,,,,,,,,,,,,,,,,,1e711234,0.1,,0,,,,,,,,,,,0,,,,1e711234,Jamaldeen Jimoh__Aston Villa,below_600_min_threshold
John,br BRA,GK,Nottingham,29,1996,5,5,437,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33a235af,4.9,0,0,0,,0.0,0.0,,,0,0,33a235af,4.9,,,,,,,,,,,,,,,0,,,,,,33a235af,4.9,,,,,,,,,,,,,,,,,,,,,33a235af,4.9,,0,,,,,,,,,,,0,,,,33a235af,John__Nottingham,below_600_min_threshold
Hamed Junior Traorè,ci CIV,MF,Bournemouth,25,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,0.0,5.29,5.29,0.0,5.29,570bb4b9,0.2,0,0,0,,0.0,0.0,,,0,0,570bb4b9,0.2,,,,,,,,,,,,,,,1,,,,,,570bb4b9,0.2,,,,,,,,,,,,,,,,,,,,,570bb4b9,0.2,,0,,,,,,,,,,,0,,,,570bb4b9,Hamed Junior Traorè__Bournemouth,below_600_min_threshold
Filip Jørgensen,dk DEN,GK,Chelsea,23,2002,5,3,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0107757e,4.2,0,0,0,,0.0,0.0,,,0,0,0107757e,4.2,,,,,,,,,,,,,,,0,,,,,,0107757e,4.2,,,,,,,,,,,,,,,,,,,,,0107757e,4.2,,0,,,,,,,,,,,1,,,,0107757e,Filip Jørgensen__Chelsea,below_600_min_threshold
